customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,purchase_count,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
1027,835,106,3211.15,81,106,3.8083832335329344,30.293867924528303,115.37065868263474,medium,Q1,4,3,2,9
1028,415,158,4946.09,114,158,11.421686746987952,31.304367088607595,357.5486746987952,high,Q2,4,4,2,10
1029,1245,147,1840.44,40,147,3.5421686746987953,12.52,44.34795180722892,medium,Q1,5,4,1,10
1030,985,145,13363.38,301,145,4.416243654822335,92.16124137931034,407.00649746192886,medium,Q4,1,4,5,10
1031,306,120,8924.21,224,120,11.764705882352942,74.36841666666666,874.9225490196078,high,Q3,2,3,4,9
1032,1214,63,10202.58,318,63,1.556836902800659,161.94571428571427,252.12306425041186,low,Q3,1,2,4,7
1033,489,19,11848.11,349,19,1.165644171779141,623.5847368421053,726.8779141104294,low,Q4,1,1,4,6
1034,1367,92,7501.71,115,92,2.0190197512801755,81.54032608695653,164.63152889539137,medium,Q3,4,3,3,10
1035,51,58,1349.46,186,58,34.11764705882353,23.266551724137933,793.8000000000001,high,Q1,3,2,1,6
1036,282,183,8079.74,323,183,19.46808510638298,44.15158469945355,859.5468085106382,high,Q3,1,5,3,9
1037,777,90,8823.27,56,90,3.474903474903475,98.03633333333333,340.6667953667954,medium,Q3,5,3,4,12
1038,886,117,11194.32,40,117,3.961625282167043,95.67794871794871,379.0401805869074,medium,Q4,5,3,4,12
1039,1614,62,6503.31,354,62,1.1524163568773236,104.89209677419356,120.8793680297398,low,Q2,1,2,3,6
1040,504,23,1957.33,40,23,1.369047619047619,85.10130434782609,116.50773809523808,low,Q1,5,1,1,7
1041,1112,127,4292.45,347,127,3.426258992805755,33.798818897637794,115.80350719424459,medium,Q2,1,4,2,7
1042,540,137,5478.08,237,137,7.611111111111111,39.98598540145986,304.3377777777778,medium,Q2,2,4,2,8
1043,1735,140,9706.46,289,140,2.4207492795389047,69.33185714285713,167.8350432276657,medium,Q3,2,4,4,10
1044,1529,129,8583.14,262,129,2.5310660562459124,66.53596899224806,168.4069326357096,medium,Q3,2,4,3,9
1045,729,58,5373.65,216,58,2.3868312757201644,92.64913793103447,221.1378600823045,medium,Q2,3,2,2,7
1046,1005,122,14798.4,147,122,3.6417910447761193,121.2983606557377,441.74328358208953,medium,Q4,4,3,5,12
1047,219,1,9106.33,336,1,0.136986301369863,9106.33,1247.4424657534246,low,Q3,1,1,4,6
1048,987,34,3596.54,168,34,1.033434650455927,105.78058823529412,109.31732522796354,low,Q2,3,1,2,6
1049,716,96,1571.65,92,96,4.022346368715084,16.371354166666666,65.85125698324022,medium,Q1,4,3,1,8
1050,987,126,2335.24,353,126,3.8297872340425534,18.533650793650793,70.97993920972644,medium,Q1,1,4,1,6
1051,592,118,3727.07,59,118,5.97972972972973,31.58533898305085,188.87179054054053,medium,Q2,5,3,2,10
1052,1620,48,2452.19,59,48,0.8888888888888888,51.087291666666665,45.41092592592593,low,Q1,5,2,1,8
1053,1297,89,2839.18,304,89,2.0585967617579026,31.900898876404494,65.67108712413261,medium,Q1,1,3,2,6
1054,861,117,4312.17,169,117,4.076655052264808,36.856153846153845,150.24982578397214,medium,Q2,3,3,2,8
1055,1558,129,2641.94,269,129,2.4839537869062904,20.48015503875969,50.871758664955074,medium,Q1,2,4,1,7
1056,1184,16,13456.64,363,16,0.4054054054054054,841.04,340.96216216216214,low,Q4,1,1,5,7
1057,1538,189,1249.49,45,189,3.6866059817945382,6.611058201058201,24.372366710013004,medium,Q1,5,5,1,11
1058,676,192,7891.45,345,192,8.520710059171597,41.10130208333333,350.21227810650885,medium,Q3,1,5,3,9
1059,50,191,6185.43,181,191,114.6,32.38445026178011,3711.258,high,Q2,3,5,3,11
1060,870,69,14736.56,170,69,2.3793103448275863,213.57333333333332,508.15724137931034,medium,Q4,3,2,5,10
1061,196,22,1724.98,356,22,3.36734693877551,78.40818181818182,264.02755102040817,medium,Q1,1,1,1,3
1062,1327,93,5997.94,191,93,2.1024868123587037,64.49397849462365,135.59773926149208,medium,Q2,3,3,3,9
1063,417,195,14543.58,155,195,14.028776978417266,74.58246153846154,1046.3007194244603,high,Q4,3,5,5,13
1064,630,76,12989.33,188,76,3.619047619047619,170.91223684210527,618.5395238095238,medium,Q4,3,2,5,10
1065,345,154,12265.23,7,154,13.391304347826088,79.64435064935064,1066.5417391304347,high,Q4,5,4,5,14
1066,43,144,3905.65,133,144,100.46511627906976,27.122569444444444,2724.8720930232557,high,Q2,4,4,2,10
1067,271,179,2604.77,235,179,19.81549815498155,14.551787709497207,288.3509225092251,high,Q1,2,5,1,8
1068,806,86,10046.22,45,86,3.2009925558312653,116.81651162790696,373.9287841191067,medium,Q3,5,3,4,12
1069,1399,185,13944.17,314,185,3.967119370979271,75.37389189189189,299.0172265904217,medium,Q4,1,5,5,11
1070,594,29,8373.61,249,29,1.4646464646464645,288.7451724137931,422.90959595959595,low,Q3,2,1,3,6
1071,927,69,8595.61,31,69,2.233009708737864,124.5740579710145,278.1750809061489,medium,Q3,5,2,3,10
1072,1393,47,4235.69,23,47,1.0122038765254846,90.12106382978723,91.22089016511127,low,Q2,5,2,2,9
1073,121,94,11553.92,160,94,23.305785123966942,122.91404255319149,2864.60826446281,high,Q4,3,3,4,10
1074,1420,190,2846.3,363,190,4.014084507042253,14.980526315789474,60.1330985915493,medium,Q1,1,5,2,8
1075,985,197,4889.0,158,197,6.0,24.81725888324873,148.9035532994924,medium,Q2,3,5,2,10
1076,1508,144,6410.27,39,144,2.8647214854111405,44.51576388888889,127.5252652519894,medium,Q2,5,4,3,12
1077,1481,176,7638.78,82,176,3.5651586765698853,43.40215909090909,154.73558406482107,medium,Q3,4,5,3,12
1078,538,85,3674.03,356,85,4.739776951672862,43.22388235294118,204.87156133828998,medium,Q2,1,2,2,5
1079,805,39,1766.81,258,39,1.453416149068323,45.30282051282051,65.84385093167703,low,Q1,2,1,1,4
1080,64,100,9178.77,206,100,46.875,91.7877,4302.548437500001,high,Q3,3,3,4,10
1081,235,33,4365.03,77,33,4.212765957446809,132.27363636363634,557.2378723404255,medium,Q2,4,1,2,7
1082,1134,101,8739.51,12,101,2.671957671957672,86.52980198019802,231.20396825396827,medium,Q3,5,3,3,11
1083,1615,23,2357.72,295,23,0.42724458204334365,102.5095652173913,43.796656346749224,low,Q1,2,1,1,4
1084,1441,10,7243.04,224,10,0.20818875780707843,724.304,150.79195003469812,low,Q3,2,1,3,6
1085,1055,69,8012.21,13,69,1.962085308056872,116.11898550724638,227.835355450237,low,Q3,5,2,3,10
1086,1051,100,824.76,46,100,2.8544243577545196,8.2476,23.542150333016178,medium,Q1,5,3,1,9
1087,1443,34,5082.23,155,34,0.7068607068607068,149.47735294117646,105.65966735966735,low,Q2,3,1,2,6
1088,595,180,2059.5,113,180,9.07563025210084,11.441666666666666,103.84033613445379,medium,Q1,4,5,1,10
1089,1159,138,997.46,233,138,3.572044866264021,7.227971014492754,25.818636755823988,medium,Q1,2,4,1,7
1090,1530,147,14849.91,17,147,2.8823529411764706,101.01979591836735,291.17470588235295,medium,Q4,5,4,5,14
1091,732,186,4869.19,360,186,7.622950819672131,26.17844086021505,199.55696721311475,medium,Q2,1,5,2,8
1092,431,96,12157.62,223,96,6.682134570765661,126.64187500000001,846.2380510440836,medium,Q4,3,3,5,11
1093,759,1,3856.88,354,1,0.039525691699604744,3856.88,152.44584980237155,low,Q2,1,1,2,4
1094,1609,69,10238.47,188,69,1.2865133623368552,148.38362318840578,190.8975139838409,low,Q3,3,2,4,9
1095,191,4,11415.41,344,4,0.6282722513089005,2853.8525,1792.9963350785342,low,Q4,1,1,4,6
1096,231,16,8954.8,163,16,2.0779220779220777,559.675,1162.9610389610389,medium,Q3,3,1,4,8
1097,1025,24,7100.06,326,24,0.702439024390244,295.83583333333337,207.80663414634148,low,Q2,1,1,3,5
1098,299,80,6207.02,74,80,8.02675585284281,77.58775,622.7779264214047,medium,Q2,4,2,3,9
1099,845,2,5265.58,233,2,0.07100591715976332,2632.79,186.94366863905324,low,Q2,2,1,2,5
1100,1324,128,13946.46,224,128,2.900302114803625,108.95671875,316.0074018126888,medium,Q4,2,4,5,11
1101,485,160,12467.76,319,160,9.896907216494844,77.9235,771.201649484536,medium,Q4,1,4,5,10
1102,1515,84,14477.15,60,84,1.6633663366336633,172.34702380952382,286.67623762376235,low,Q4,5,2,5,12
1103,1780,152,1908.24,335,152,2.561797752808989,12.55421052631579,32.16134831460674,medium,Q1,1,4,1,6
1104,1305,140,10976.47,222,140,3.218390804597701,78.40335714285713,252.3326436781609,medium,Q3,3,4,4,11
1105,1046,178,14078.19,37,178,5.105162523900574,79.09095505617978,403.7721797323136,medium,Q4,5,5,5,15
1106,1755,163,2759.43,278,163,2.786324786324786,16.929018404907975,47.16974358974359,medium,Q1,2,5,1,8
1107,325,124,1044.12,196,124,11.446153846153846,8.420322580645161,96.38030769230768,high,Q1,3,4,1,8
1108,1778,33,11129.75,352,33,0.5568053993250843,337.2651515151515,187.791057367829,low,Q4,1,1,4,6
1109,749,161,8638.37,242,161,6.4485981308411215,53.654472049689446,345.99612817089456,medium,Q3,2,5,3,10
1110,367,189,12635.34,324,189,15.449591280653951,66.8536507936508,1032.8615803814714,high,Q4,1,5,5,11
1111,908,179,2139.6,219,179,5.91409691629956,11.953072625698324,70.69162995594714,medium,Q1,3,5,1,9
1112,1106,171,11939.25,192,171,4.638336347197106,69.8201754385965,323.8494575045208,medium,Q4,3,5,4,12
1113,821,101,3064.33,17,101,3.6906211936662605,30.33990099009901,111.97308160779536,medium,Q1,5,3,2,10
1114,246,12,2496.66,12,12,1.4634146341463417,208.05499999999998,304.4707317073171,low,Q1,5,1,1,7
1115,793,67,2505.77,193,67,2.5346784363177806,37.39955223880597,94.79583858764187,medium,Q1,3,2,1,6
1116,217,65,12227.89,22,65,8.986175115207374,188.1213846153846,1690.4917050691242,medium,Q4,5,2,5,12
1117,409,161,9994.7,120,161,11.809290953545233,62.078881987577645,733.1075794621028,high,Q3,4,5,4,13
1118,522,168,7869.83,210,168,9.655172413793105,46.84422619047619,452.28908045977016,medium,Q3,3,5,3,11
1119,1094,74,5414.52,306,74,2.029250457038391,73.1691891891892,148.4786106032907,medium,Q2,1,2,2,5
1120,1210,43,13164.15,270,43,1.0661157024793388,306.14302325581394,326.38388429752064,low,Q4,2,1,5,8
1121,44,44,5917.05,192,44,30.000000000000004,134.47840909090908,4034.352272727273,high,Q2,3,1,3,7
1122,94,29,12258.16,175,29,9.25531914893617,422.6951724137931,3912.1787234042554,medium,Q4,3,1,5,9
1123,550,141,6615.07,285,141,7.690909090909091,46.91539007092199,360.822,medium,Q2,2,4,3,9
1124,1397,12,5685.32,204,12,0.25769506084466715,473.77666666666664,122.08990694345023,low,Q2,3,1,2,6
1125,1182,95,6967.06,164,95,2.4111675126903553,73.33747368421054,176.8289340101523,medium,Q2,3,3,3,9
1126,677,46,4555.6,251,46,2.0384047267355982,99.03478260869566,201.87296898079765,medium,Q2,2,2,2,6
1127,1525,130,11226.76,227,130,2.5573770491803276,86.35969230769231,220.8542950819672,medium,Q4,2,4,4,10
1128,1116,35,7565.67,7,35,0.9408602150537634,216.162,203.3782258064516,low,Q3,5,1,3,9
1129,1192,81,3521.58,29,81,2.0385906040268456,43.4762962962963,88.63036912751677,medium,Q2,5,2,2,9
1130,1552,90,13498.64,33,90,1.7396907216494846,149.9848888888889,260.92731958762886,low,Q4,5,3,5,13
1131,622,8,5789.17,134,8,0.3858520900321543,723.64625,279.22041800643086,low,Q2,4,1,3,8
1132,421,93,8176.12,79,93,6.6270783847981,87.91526881720429,582.6213776722091,medium,Q3,4,3,3,10
1133,1728,154,13601.76,58,154,2.673611111111111,88.32311688311688,236.14166666666665,medium,Q4,5,4,5,14
1134,448,90,9382.36,26,90,6.026785714285714,104.24844444444444,628.2830357142857,medium,Q3,5,3,4,12
1135,318,162,1797.63,226,162,15.283018867924529,11.096481481481483,169.58773584905663,high,Q1,2,5,1,8
1136,408,115,14100.49,285,115,8.455882352941178,122.61295652173912,1036.8007352941177,medium,Q4,2,3,5,10
1137,1543,105,9434.24,4,105,2.0414776409591706,89.84990476190475,183.42657161373947,medium,Q3,5,3,4,12
1138,260,135,5056.84,99,135,15.576923076923078,37.45807407407408,583.4815384615385,high,Q2,4,4,2,10
1139,1047,196,2132.12,39,196,5.616045845272207,10.878163265306123,61.092263610315186,medium,Q1,5,5,1,11
1140,70,58,11920.68,271,58,24.857142857142854,205.52896551724137,5108.862857142857,high,Q4,2,2,4,8
1141,1081,114,9320.09,285,114,3.163737280296022,81.7551754385965,258.65189639222945,medium,Q3,2,3,4,9
1142,164,75,8025.24,157,75,13.71951219512195,107.00319999999999,1468.0317073170731,high,Q3,3,2,3,8
1143,230,157,13413.69,75,157,20.478260869565215,85.43751592356688,1749.6117391304347,high,Q4,4,4,5,13
1144,809,120,11839.53,288,120,4.449938195302844,98.66275,439.0431396786156,medium,Q4,2,3,4,9
1145,959,164,2317.54,130,164,5.130344108446298,14.131341463414634,72.49864442127216,medium,Q1,4,5,1,10
1146,1086,21,4710.24,175,21,0.580110497237569,224.29714285714286,130.11712707182318,low,Q2,3,1,2,6
1147,1101,164,3764.91,84,164,4.468664850136239,22.956768292682927,102.58610354223433,medium,Q2,4,5,2,11
1148,532,138,11172.0,22,138,7.781954887218045,80.95652173913044,630.0,medium,Q4,5,4,4,13
1149,436,101,551.31,27,101,6.9495412844036695,5.458514851485148,37.934174311926604,medium,Q1,5,3,1,9
1150,1627,152,8569.85,195,152,2.8027043638598648,56.38059210526316,158.01813153042409,medium,Q3,3,4,3,10
1151,1781,192,11448.76,337,192,3.2341381246490735,59.62895833333334,192.84828747894443,medium,Q4,1,5,4,10
1152,834,177,13157.65,236,177,6.366906474820143,74.33700564971751,473.29676258992805,medium,Q4,2,5,5,12
1153,128,99,5164.12,92,99,23.203125,52.16282828282828,1210.340625,high,Q2,4,3,2,9
1154,713,36,12327.8,21,36,1.514726507713885,342.43888888888887,518.7012622720897,low,Q4,5,1,5,11
1155,755,96,1703.94,303,96,3.814569536423841,17.749375,67.70622516556291,medium,Q1,1,3,1,5
1156,1600,152,12704.46,357,152,2.85,83.58197368421052,238.20862499999998,medium,Q4,1,4,5,10
1157,990,151,1955.96,84,151,4.575757575757576,12.95337748344371,59.27151515151515,medium,Q1,4,4,1,9
1158,1792,190,5989.44,262,190,3.180803571428571,31.52336842105263,100.26964285714286,medium,Q2,2,5,3,10
1159,642,37,11969.57,147,37,1.7289719626168225,323.5018918918919,559.3257009345795,low,Q4,4,1,4,9
1160,1515,12,2291.27,257,12,0.2376237623762376,190.93916666666667,45.37168316831683,low,Q1,2,1,1,4
1161,672,113,3477.31,58,113,5.044642857142858,30.772654867256637,155.2370535714286,medium,Q1,5,3,2,10
1162,1058,183,10847.68,15,183,5.189035916824197,59.27693989071038,307.59017013232517,medium,Q3,5,5,4,14
1163,1271,13,10814.55,162,13,0.3068450039339103,831.8884615384615,255.2608182533438,low,Q3,3,1,4,8
1164,532,23,9635.16,163,23,1.2969924812030074,418.92,543.3360902255639,low,Q3,3,1,4,8
1165,796,99,10424.53,320,99,3.7311557788944723,105.29828282828284,392.8842964824121,medium,Q3,1,3,4,8
1166,427,105,8163.73,281,105,7.3770491803278695,77.74980952380952,573.564168618267,medium,Q3,2,3,3,8
1167,900,30,3814.4,280,30,1.0,127.14666666666668,127.14666666666668,low,Q2,2,1,2,5
1168,824,17,5218.16,12,17,0.6189320388349515,306.9505882352941,189.98155339805825,low,Q2,5,1,2,8
1169,422,113,2764.89,274,113,8.033175355450236,24.46805309734513,196.55616113744074,medium,Q1,2,3,1,6
1170,236,62,13631.34,271,62,7.88135593220339,219.86032258064517,1732.7974576271188,medium,Q4,2,2,5,9
1171,1068,84,8771.71,208,84,2.359550561797753,104.42511904761903,246.3963483146067,medium,Q3,3,2,4,9
1172,1607,112,6042.73,27,112,2.09085252022402,53.95294642857142,112.8076540136901,medium,Q2,5,3,3,11
1173,921,86,6956.99,72,86,2.801302931596091,80.89523255813953,226.61205211726383,medium,Q2,4,3,3,10
1174,1514,141,14211.89,60,141,2.793923381770145,100.79354609929078,281.60944517833553,medium,Q4,5,4,5,14
1175,1744,187,2342.6,145,187,3.216743119266055,12.527272727272727,40.29701834862385,medium,Q1,4,5,1,10
1176,1628,19,8814.14,93,19,0.3501228501228501,463.90210526315786,162.42272727272726,low,Q3,4,1,4,9
1177,893,177,7613.04,309,177,5.9462486002239645,43.01152542372881,255.7572228443449,medium,Q3,1,5,3,9
1178,772,100,9191.24,8,100,3.8860103626943006,91.91239999999999,357.1725388601036,medium,Q3,5,3,4,12
1179,1294,140,320.75,79,140,3.2457496136012365,2.2910714285714286,7.436244204018547,medium,Q1,4,4,1,9
1180,593,189,13088.25,27,189,9.561551433389544,69.25,662.137436762226,medium,Q4,5,5,5,15
1181,1050,147,13985.17,174,147,4.2,95.13721088435375,399.5762857142857,medium,Q4,3,4,5,12
1182,125,76,8498.74,50,76,18.24,111.82552631578947,2039.6975999999997,high,Q3,5,2,3,10
1183,1787,9,10464.93,199,9,0.1510912143256855,1162.77,175.68433128147734,low,Q3,3,1,4,8
1184,514,199,13841.37,349,199,11.614785992217898,69.5546231155779,807.8620622568094,high,Q4,1,5,5,11
1185,1460,28,10623.22,181,28,0.5753424657534247,379.4007142857143,218.28534246575342,low,Q3,3,1,4,8
1186,260,128,2330.46,24,128,14.76923076923077,18.20671875,268.89923076923077,high,Q1,5,4,1,10
1187,778,52,8665.51,316,52,2.005141388174807,166.6444230769231,334.1456298200514,medium,Q3,1,2,3,6
1188,1708,83,9120.39,46,83,1.4578454332552695,109.88421686746987,160.1942037470726,low,Q3,5,2,4,11
1189,1224,111,6390.75,15,111,2.7205882352941178,57.57432432432432,156.63602941176472,medium,Q2,5,3,3,11
1190,570,144,11059.84,153,144,7.578947368421052,76.80444444444444,582.0968421052631,medium,Q3,4,4,4,12
1191,1089,117,14018.79,222,117,3.223140495867769,119.81871794871796,386.19256198347114,medium,Q4,3,3,5,11
1192,554,69,13887.25,206,69,3.736462093862816,201.2644927536232,752.0171480144405,medium,Q4,3,2,5,10
1193,1213,99,6790.05,273,99,2.448474855729596,68.58636363636364,167.93198680956309,medium,Q2,2,3,3,8
1194,1752,140,1742.91,236,140,2.397260273972603,12.449357142857144,29.844349315068495,medium,Q1,2,4,1,7
1195,1296,25,14773.38,340,25,0.5787037037037037,590.9352,341.97638888888883,low,Q4,1,1,5,7
1196,1139,180,12591.53,228,180,4.741000877963125,69.95294444444446,331.64697102721686,medium,Q4,2,5,5,12
1197,607,123,1913.71,9,123,6.079077429983525,15.558617886178862,94.5820428336079,medium,Q1,5,4,1,10
1198,711,53,13816.59,166,53,2.236286919831224,260.6903773584906,582.9784810126582,medium,Q4,3,2,5,10
1199,586,151,13054.95,319,151,7.73037542662116,86.4566225165563,668.3421501706484,medium,Q4,1,4,5,10
1200,1627,144,7806.63,214,144,2.6551936078672402,54.21270833333333,143.94523663183773,medium,Q3,3,4,3,10
1201,1042,57,8889.57,117,57,1.6410748560460653,155.95736842105262,255.9377159309021,low,Q3,4,2,4,10
1202,675,39,6015.09,344,39,1.7333333333333334,154.23307692307694,267.33733333333333,low,Q2,1,1,3,5
1203,825,109,868.69,72,109,3.963636363636364,7.969633027522936,31.588727272727276,medium,Q1,4,3,1,8
1204,1081,181,5061.2,64,181,5.023126734505088,27.96243093922652,140.45883441258096,medium,Q2,5,5,2,12
1205,1673,42,12052.66,205,42,0.7531380753138075,286.96809523809526,216.12659892408846,low,Q4,3,1,5,9
1206,1609,186,119.25,209,186,3.4679925419515225,0.6411290322580645,2.223430702299565,medium,Q1,3,5,1,9
1207,1393,167,5035.81,72,167,3.596554199569275,30.154550898203595,108.4524766690596,medium,Q2,4,5,2,11
1208,1384,142,6002.62,277,142,3.078034682080925,42.27197183098591,130.11459537572253,medium,Q2,2,4,3,9
1209,1693,122,8084.06,274,122,2.1618428824571767,66.2627868852459,143.24973419964562,medium,Q3,2,3,3,8
1210,1559,133,13801.84,320,133,2.5593329057087875,103.77323308270677,265.5902501603592,medium,Q4,1,4,5,10
1211,1401,163,5227.87,338,163,3.490364025695931,32.07282208588957,111.9458244111349,medium,Q2,1,5,2,8
1212,1526,75,5236.95,95,75,1.474442988204456,69.826,102.95445609436435,low,Q2,4,2,2,8
1213,1284,146,11075.64,166,146,3.411214953271028,75.86054794520548,258.7766355140187,medium,Q3,3,4,4,11
1214,219,76,6810.66,32,76,10.41095890410959,89.61394736842105,932.9671232876713,high,Q2,5,2,3,10
1215,1278,9,3407.84,11,9,0.2112676056338028,378.6488888888889,79.9962441314554,low,Q1,5,1,2,8
1216,1438,74,6813.97,301,74,1.5438108484005564,92.08067567567568,142.15514603616134,low,Q2,1,2,3,6
1217,1430,186,2155.81,217,186,3.902097902097902,11.590376344086021,45.22678321678322,medium,Q1,3,5,1,9
1218,1336,145,2686.99,289,145,3.2559880239520957,18.530965517241377,60.33660179640718,medium,Q1,2,4,1,7
1219,662,7,7500.6,102,7,0.31722054380664655,1071.5142857142857,339.90634441087616,low,Q3,4,1,3,8
1220,657,174,6312.94,267,174,7.9452054794520555,36.28126436781609,288.262100456621,medium,Q2,2,5,3,10
1221,1002,141,13726.95,214,141,4.221556886227545,97.35425531914895,410.9865269461078,medium,Q4,3,4,5,12
1222,1798,168,5467.79,179,168,2.8031145717463852,32.546369047619045,91.23120133481646,medium,Q2,3,5,2,10
1223,1312,170,8729.8,88,170,3.8871951219512195,51.351764705882346,199.61432926829266,medium,Q3,4,5,3,12
1224,1412,137,9502.35,41,137,2.9107648725212463,69.3602189781022,201.89128895184135,medium,Q3,5,4,4,13
1225,739,178,245.76,76,178,7.225981055480379,1.3806741573033707,9.976725304465493,medium,Q1,4,5,1,10
1226,1509,27,9969.88,46,27,0.5367793240556661,369.2548148148148,198.2083499005964,low,Q3,5,1,4,10
1227,1464,122,2711.64,160,122,2.5,22.22655737704918,55.56639344262295,medium,Q1,3,3,1,7
1228,678,194,14418.0,80,194,8.584070796460177,74.31958762886597,637.9646017699115,medium,Q4,4,5,5,14
1229,347,5,2272.51,310,5,0.43227665706051877,454.50200000000007,196.4706051873199,low,Q1,1,1,1,3
1230,1730,29,6248.63,86,29,0.5028901734104047,215.47,108.3577456647399,low,Q2,4,1,3,8
1231,1278,165,1325.98,92,165,3.873239436619718,8.036242424242424,31.126291079812205,medium,Q1,4,5,1,10
1232,1287,166,14953.27,148,166,3.8694638694638694,90.07993975903615,348.5610722610723,medium,Q4,4,5,5,14
1233,713,83,7557.82,161,83,3.492286115007013,91.05807228915663,318.0008415147265,medium,Q3,3,2,3,8
1234,693,136,8951.01,202,136,5.887445887445887,65.81625,387.4896103896104,medium,Q3,3,4,4,11
1235,1427,109,1052.79,242,109,2.2915206727400137,9.658623853211008,22.132936229852834,medium,Q1,2,3,1,6
1236,1725,65,11261.91,353,65,1.1304347826086956,173.26015384615386,195.85930434782608,low,Q4,1,2,4,7
1237,1661,86,3188.09,2,86,1.5532811559301625,37.070813953488376,57.58139674894642,low,Q1,5,3,2,10
1238,1525,145,13475.91,225,145,2.8524590163934427,92.93731034482758,265.099868852459,medium,Q4,2,4,5,11
1239,1286,71,3116.84,289,71,1.656298600311042,43.89915492957747,72.71010886469674,low,Q1,2,2,2,6
1240,1745,45,2900.78,233,45,0.7736389684813754,64.46177777777778,49.87014326647565,low,Q1,2,1,2,5
1241,1166,132,596.42,77,132,3.3962264150943398,4.518333333333333,15.345283018867923,medium,Q1,4,4,1,9
1242,1550,36,7107.4,116,36,0.6967741935483871,197.42777777777778,137.5625806451613,low,Q2,4,1,3,8
1243,471,70,8494.37,154,70,4.45859872611465,121.34814285714288,541.0426751592357,medium,Q3,3,2,3,8
1244,593,159,1032.34,103,159,8.043844856661046,6.492704402515723,52.22630691399662,medium,Q1,4,4,1,9
1245,1321,19,11644.14,194,19,0.43149129447388346,612.8494736842105,264.43921271763816,low,Q4,3,1,4,8
1246,1563,189,6826.67,166,189,3.6276391554702494,36.11994708994709,131.03013435700575,medium,Q2,3,5,3,11
1247,1439,108,7889.63,359,108,2.2515635858234884,73.05212962962963,164.4815149409312,medium,Q3,1,3,3,7
1248,1440,182,6639.4,90,182,3.7916666666666665,36.48021978021978,138.32083333333333,medium,Q2,4,5,3,12
1249,1166,167,6041.41,174,167,4.296740994854202,36.17610778443114,155.4393653516295,medium,Q2,3,5,3,11
1250,1666,91,8416.62,122,91,1.638655462184874,92.49032967032969,151.55978391356544,low,Q3,4,3,3,10
