customer_id,age,revenue,transactions_count,signup_date,customer_segment,country,flag_churn,revenue_zscore,is_outlier_iqr,revenue_capped,age_capped,is_outlier,is_outlier_binary
1039,200,100.61,33,2020-09-17,Enterprise,Germany,0,0.0757983375942543,False,100.61,100,False,0
1040,47,462.09,54,2024-04-25,SMB,USA,0,0.06875950789960873,False,462.09,47,False,0
1041,67,1043.7,45,2024-04-12,SMB,France,0,0.05743425134681797,False,1043.7,67,False,0
1042,70,547.16,48,2025-04-01,SMB,Canada,0,0.06710300341215854,False,547.16,70,False,0
1043,26,135.22,85,2025-12-07,Enterprise,Japan,0,0.07512440294854311,False,135.22,26,False,0
1044,43,842.71,68,2022-10-26,B2B,Singapore,0,0.06134797929947597,False,842.71,43,False,0
1045,59,681.6,61,2026-03-16,Enterprise,Germany,1,0.06448515383777503,False,681.6,59,False,0
1046,76,718.33,106,2020-02-17,SMB,Canada,0,0.06376993801757937,False,718.33,76,False,0
1047,71,1415.44,52,2021-04-14,SMB,Singapore,0,0.05019563634546923,False,1415.44,71,False,0
1048,28,673.4,174,2026-01-08,B2C,France,0,0.06464482630512065,False,673.4,28,False,0
1049,74,790.72,172,2022-12-28,B2C,UAE,0,0.06236034168695141,False,790.72,74,False,0
1050,42,2979.1,177,2023-10-25,B2B,USA,0,0.0197476546028293,True,2779.1850000000004,42,True,1
1051,51,349.61,165,2021-04-01,B2B,Germany,0,0.07094974681753984,False,349.61,51,False,0
1052,44,1629.55,41,2023-04-17,B2C,Germany,0,0.04602643244505825,False,1629.55,44,False,0
1053,68,764.2,150,2024-11-15,B2B,Canada,1,0.06287674581304967,False,764.2,68,False,0
1054,27,375.43,42,2021-10-09,SMB,India,0,0.0704469732679223,False,375.43,27,False,0
1055,32,2728.27,58,2025-02-01,SMB,France,0,0.0246318796009148,False,2728.27,32,False,0
1056,67,340.8,52,2020-01-14,B2B,UK,0,0.0711212973586758,False,340.8,67,False,0
1057,22,1236.32,53,2022-12-14,SMB,UAE,0,0.05368350614436519,False,1236.32,22,False,0
1058,29,229.84,49,2025-08-12,B2C,Germany,1,0.0732819384533916,False,229.84,29,False,0
1059,25,198.96,141,2022-01-01,SMB,France,0,0.07388324159871267,False,198.96,25,False,0
1060,23,1720.33,190,2025-09-10,B2C,Japan,1,0.04425874139802958,False,1720.33,23,False,0
1061,41,79.0,36,2021-03-11,B2C,India,0,0.07621913296246635,False,79.0,41,False,0
1062,18,170.85,180,2023-05-07,B2B,Singapore,0,0.07443060660567428,False,170.85,18,False,0
1063,42,2789.04,41,2025-09-10,B2C,India,0,0.023448550839866855,True,2779.1850000000004,42,True,1
1064,62,6405.7,165,2022-03-25,SMB,USA,0,0.046975964495523284,True,2779.1850000000004,62,True,1
1065,64,2356.32,147,2021-09-18,Enterprise,USA,0,0.03187458377520775,False,2356.32,64,False,0
1066,28,210.16,122,2024-03-11,B2C,Australia,0,0.0736651523750211,False,210.16,28,False,0
1067,79,1122.93,186,2021-10-23,B2C,Australia,0,0.05589146481172124,False,1122.93,79,False,0
1068,40,155.14,119,2026-01-18,Enterprise,Japan,1,0.07473651568640595,False,155.14,40,False,0
1069,53,523.6,24,2025-12-12,SMB,UK,1,0.06756176967199547,False,523.6,53,False,0
1070,57,346.07,63,2020-01-03,Enterprise,France,0,0.07101867859002807,False,346.07,57,False,0
1071,24,2686.61,55,2023-08-20,B2C,USA,1,0.025443093624038994,False,2686.61,24,False,0
1072,44,605.75,123,2025-06-24,Enterprise,UK,0,0.06596212416072199,False,605.75,44,False,0
1073,62,65.8,132,2020-03-20,B2C,Germany,0,0.07647616669038856,False,65.8,62,False,0
1074,38,1111.14,25,2021-04-03,SMB,Australia,1,0.056121042664160854,False,1111.14,38,False,0
1075,22,461.44,61,2024-01-26,B2B,UAE,1,0.0687721648634837,False,461.44,22,False,0
1076,50,431.27,31,2023-06-13,Enterprise,UK,0,0.06935964270980288,False,431.27,50,False,0
1077,74,2704.63,149,2022-09-07,Enterprise,France,0,0.025092203640920942,False,2704.63,74,False,0
1078,33,723.03,94,2020-08-25,Enterprise,Japan,0,0.06367841843263736,False,723.03,33,False,0
1079,28,166.88,5,2022-09-13,B2B,Singapore,0,0.07450791144657211,False,166.88,28,False,0
1080,71,398.34,68,2026-05-12,SMB,UAE,0,0.07000086397196033,False,398.34,71,False,0
1081,49,383.43,133,2020-11-18,SMB,Singapore,0,0.07029119525099975,False,383.43,49,False,0
1082,67,572.55,144,2020-12-16,B2B,UAE,0,0.0666086029309506,False,572.55,67,False,0
1083,41,300.85,91,2025-06-13,SMB,USA,0,0.0718992138306828,False,300.85,41,False,0
1084,26,704.46,140,2020-10-10,B2C,Canada,0,0.06404001815441884,False,704.46,26,False,0
1085,79,1030.57,193,2025-12-21,B2C,USA,0,0.05768992201709211,False,1030.57,79,False,0
1086,53,1190.4,121,2021-05-30,B2C,Canada,0,0.05457767196150065,False,1190.4,53,False,0
1087,24,868.95,194,2021-06-09,SMB,Japan,0,0.060837027403969984,False,868.95,24,False,0
1088,45,751.53,171,2025-04-30,B2B,France,0,0.06312345924735076,False,751.53,45,False,0
1089,77,1021.06,109,2026-03-01,Enterprise,Singapore,0,0.0578751031347088,False,1021.06,77,False,0
1090,40,2705.57,153,2021-11-07,Enterprise,UK,0,0.02507389972393254,False,2705.57,40,False,0
1091,56,118.76,98,2022-12-21,B2B,Japan,0,0.07544491621836126,False,118.76,56,False,0
1092,30,394.64,174,2025-12-01,Enterprise,USA,0,0.07007291130478702,False,394.64,30,False,0
1093,68,845.6,129,2024-09-29,Enterprise,Australia,0,0.06129170449086269,False,845.6,68,False,0
1094,24,549.63,78,2022-05-17,B2B,Australia,0,0.0670549069494337,False,549.63,24,False,0
1095,38,303.55,160,2026-01-17,B2C,Singapore,0,0.07184663874997144,False,303.55,38,False,0
1096,77,83.68,189,2022-04-03,B2B,UAE,0,0.07612800282256667,False,83.68,77,False,0
1097,77,1690.53,157,2023-06-30,B2B,Australia,0,0.04483901451106609,False,1690.53,77,False,0
1098,56,1332.95,48,2024-06-22,SMB,UK,0,0.0518019024224619,False,1332.95,56,False,0
1099,30,202.62,120,2024-03-09,Enterprise,Singapore,1,0.0738119731559706,False,202.62,30,False,0
1100,53,4239.62,83,2024-11-29,SMB,UK,0,0.004797508633572789,True,2779.1850000000004,53,True,1
1101,29,781.44,94,2025-10-20,B2C,USA,1,0.06254104418658157,False,781.44,29,False,0
1102,25,354.64,23,2025-01-23,SMB,India,0,0.07085180138939978,False,354.64,25,False,0
1103,65,187.15,69,2021-05-10,SMB,Japan,0,0.07411320889619459,False,187.15,65,False,0
1104,60,318.09,120,2022-10-12,B2C,France,0,0.0715635122042147,False,318.09,60,False,0
1105,53,507.1,99,2022-07-09,SMB,UAE,0,0.06788306183189823,False,507.1,53,False,0
1106,999,680.18,181,2020-09-19,Enterprise,USA,0,0.0645128044357788,False,680.18,100,False,0
1107,78,844.04,71,2023-10-16,B2C,UAE,0,0.06132208120416259,False,844.04,78,False,0
1108,64,909.08,128,2020-03-27,SMB,Singapore,0,0.06005560592658224,False,909.08,64,False,0
1109,75,1268.01,87,2026-03-18,Enterprise,USA,0,0.05306643047483074,False,1268.01,75,False,0
1110,61,429.06,108,2022-07-31,Enterprise,Japan,0,0.06940267638697774,False,429.06,61,False,0
1111,40,1037.43,154,2022-06-21,B2C,USA,0,0.057556342367581025,False,1037.43,40,False,0
1112,51,298.1,71,2020-01-30,B2B,Singapore,0,0.07195276252399993,False,298.1,51,False,0
1113,72,801.42,21,2020-10-17,Enterprise,USA,0,0.062151988589317496,False,801.42,72,False,0
1114,40,458.25,127,2020-08-29,B2B,Japan,1,0.06883428134773156,False,458.25,40,False,0
1115,55,1060.79,60,2022-07-26,B2B,Canada,0,0.05710147055816717,False,1060.79,55,False,0
1116,46,333.07,55,2020-10-03,B2B,Australia,0,0.07127181786752722,False,333.07,46,False,0
1117,67,225.58,125,2020-05-08,B2B,Canada,0,0.07336489024740288,False,225.58,67,False,0
1118,41,556.48,107,2023-09-15,SMB,Canada,1,0.06692152202244377,False,556.48,41,False,0
1119,39,448.9,111,2020-10-17,SMB,UAE,0,0.0690163469050098,False,448.9,39,False,0
1120,29,705.58,68,2025-10-06,B2C,UAE,0,0.06401820923204968,False,705.58,29,False,0
1121,33,303.41,88,2022-09-01,SMB,Germany,0,0.07184936486526758,False,303.41,33,False,0
1122,18,246.42,95,2023-02-14,B2B,Japan,0,0.07295908851331961,False,246.42,18,False,0
1123,68,238.83,12,2025-06-11,B2B,Australia,0,0.07310688290687489,False,238.83,68,False,0
1124,0,159.88,108,2022-05-27,SMB,Singapore,0,0.07464421721137934,False,159.88,0,False,0
1125,53,2749.19,136,2026-01-17,SMB,France,0,0.024224520086662323,False,2749.19,53,False,0
1126,59,491.27,17,2021-06-25,B2B,France,0,0.06819130758288373,False,491.27,59,False,0
1127,59,1040.42,43,2026-05-27,SMB,UK,0,0.05749812033375622,False,1040.42,59,False,0
1128,41,4629.43,9,2026-06-18,B2B,France,0,0.012387987230645353,True,2779.1850000000004,41,True,1
1129,56,131.46,17,2025-04-20,Enterprise,Germany,0,0.07519761861649671,False,131.46,56,False,0
1130,55,468.94,144,2022-09-22,Enterprise,UK,0,0.0686261229726188,False,468.94,55,False,0
1131,49,2982.48,51,2025-04-21,B2B,France,0,0.01968183839067952,True,2779.1850000000004,49,True,1
1132,75,516.74,35,2024-07-25,B2C,Canada,0,0.06769534932150655,False,516.74,75,False,0
1133,71,2258.36,52,2022-02-18,B2B,Canada,0,0.03378208559242442,False,2258.36,71,False,0
1134,49,45.82,77,2021-01-21,B2C,Japan,0,0.07686522228765263,False,45.82,49,False,0
1135,78,550.07,12,2021-02-01,Enterprise,Canada,0,0.06704633915850296,False,550.07,78,False,0
1136,29,80.3,115,2024-10-31,SMB,UK,0,0.07619381903471643,False,80.3,29,False,0
1137,27,779.09,94,2023-12-22,B2C,Canada,0,0.06258680397905257,False,779.09,27,False,0
1138,74,733.17,195,2024-09-30,SMB,India,0,0.06348096979618803,False,733.17,74,False,0
1139,29,203.36,197,2024-08-10,SMB,Australia,1,0.07379756368940527,False,203.36,29,False,0
1140,30,655.92,120,2025-03-27,Enterprise,UAE,0,0.06498520127209644,False,655.92,30,False,0
1141,32,1378.91,141,2020-08-09,B2C,Australia,0,0.050906957715241834,False,1378.91,32,False,0
1142,77,1440.3,13,2021-02-07,SMB,Singapore,0,0.049711556157882406,False,1440.3,77,False,0
1143,79,1527.81,156,2020-09-05,Enterprise,Canada,0,0.04800753937527082,False,1527.81,79,False,0
1144,47,3851.18,121,2024-07-07,SMB,Australia,1,0.002766292978101781,True,2779.1850000000004,47,True,1
1145,70,2068.41,47,2023-10-21,B2B,Canada,0,0.037480839881729296,False,2068.41,70,False,0
1146,30,292.72,172,2021-03-23,B2B,Canada,0,0.07205752324038035,False,292.72,30,False,0
1147,68,650.59,191,2022-10-15,B2B,Japan,0,0.06508898837587108,False,650.59,68,False,0
1148,65,941.93,197,2022-02-23,SMB,France,1,0.05941594244459401,False,941.93,65,False,0
1149,60,415.22,148,2022-02-18,B2C,UK,0,0.06967217235625375,False,415.22,60,False,0
1150,18,373.28,92,2026-01-05,B2C,Japan,1,0.07048883860997023,False,373.28,18,False,0
1151,35,1405.79,36,2025-01-11,SMB,Singapore,0,0.05038354357838206,False,1405.79,35,False,0
1152,56,174.99,45,2021-07-28,B2C,France,1,0.07434999148191686,False,174.99,56,False,0
1153,29,334.38,125,2024-09-24,Enterprise,Germany,0,0.07124630921725615,False,334.38,29,False,0
1154,67,2249.59,112,2022-01-21,Enterprise,UAE,0,0.03395285724347576,False,2249.59,67,False,0
1155,61,440.05,125,2023-02-14,SMB,India,0,0.06918867633623037,False,440.05,61,False,0
1156,26,839.11,82,2025-03-09,B2B,Japan,1,0.06141807940709111,False,839.11,26,False,0
1157,66,1250.65,185,2022-10-20,SMB,Germany,0,0.05340446877155267,False,1250.65,66,False,0
1158,21,1649.07,87,2020-11-04,Enterprise,Canada,0,0.04564633408376722,False,1649.07,21,False,0
1159,73,391.81,91,2024-12-20,B2C,Australia,0,0.07012801777827338,False,391.81,73,False,0
1160,78,792.48,130,2026-03-04,B2C,USA,0,0.062326070523228444,False,792.48,78,False,0
1161,44,231.07,42,2021-02-05,B2B,USA,0,0.07325798758328976,False,231.07,44,False,0
1162,45,702.13,104,2020-07-26,Enterprise,Japan,0,0.06408538850184753,False,702.13,45,False,0
1163,41,192.29,50,2026-01-23,B2C,UK,0,0.07401312152032184,False,192.29,41,False,0
1164,78,529.76,31,2020-03-01,SMB,UK,0,0.0674418205989651,False,529.76,78,False,0
1165,21,847.1,82,2021-01-17,Enterprise,Germany,0,0.06126249611268972,False,847.1,21,False,0
1166,77,209.41,176,2022-08-26,B2C,Singapore,1,0.07367975656410758,False,209.41,77,False,0
1167,79,1713.94,80,2021-11-12,B2B,Singapore,0,0.044383169089046465,False,1713.94,79,False,0
1168,45,312.38,154,2024-07-22,SMB,France,1,0.07167469876379316,False,312.38,45,False,0
1169,69,299.14,25,2025-06-12,SMB,Germany,0,0.0719325113818,False,299.14,69,False,0
1170,37,199.7,35,2025-05-25,SMB,UAE,1,0.07386883213214733,False,199.7,37,False,0
1171,46,1137.73,111,2022-05-25,B2B,Canada,0,0.055603275480414514,False,1137.73,46,False,0
1172,50,2152.38,73,2024-06-30,B2C,Canada,1,0.03584575487160594,False,2152.38,50,False,0
1173,47,504.93,34,2020-08-28,B2C,Japan,1,0.06792531661898847,False,504.93,47,False,0
1174,20,148.85,173,2021-11-05,B2B,Canada,0,0.07485899615221131,False,148.85,20,False,0
1175,36,206.21,23,2024-04-01,SMB,Singapore,0,0.07374206777087661,False,206.21,36,False,0
1176,38,475.35,106,2020-01-09,Enterprise,UK,0,0.06850130583655961,False,475.35,38,False,0
1177,-5,365.45,91,2024-05-18,Enterprise,UAE,0,0.07064130634403319,False,365.45,0,False,0
1178,38,141.87,74,2022-12-22,B2B,Singapore,0,0.07499491247197623,False,141.87,38,False,0
1179,37,854.45,16,2025-02-06,Enterprise,USA,1,0.061119375059642114,False,854.45,37,False,0
1180,72,450.95,4,2023-03-14,Enterprise,France,0,0.0689764287881734,False,450.95,72,False,0
1181,50,1357.34,182,2024-09-28,B2C,USA,0,0.05132697419336928,False,1357.34,50,False,0
1182,55,799.22,95,2026-03-26,B2B,India,0,0.0621948275439712,False,799.22,55,False,0
1183,26,717.6,68,2025-06-16,B2B,India,1,0.06378415276162355,False,717.6,26,False,0
1184,67,525.04,114,2021-09-26,B2C,France,0,0.06753372962894941,False,525.04,67,False,0
1185,48,702.58,53,2022-02-16,B2C,Germany,0,0.06407662598839564,False,702.58,48,False,0
1186,49,2970.77,142,2023-04-30,SMB,Singapore,0,0.019909858462949907,True,2779.1850000000004,49,True,1
1187,58,93.88,80,2022-06-10,B2B,France,1,0.0759293858509904,False,93.88,58,False,0
1188,40,857.89,111,2020-08-27,Enterprise,Japan,0,0.061052390512365426,False,857.89,40,False,0
1189,40,534.7,83,2026-06-30,Enterprise,Canada,0,0.06734562767351542,False,534.7,40,False,0
1190,69,291.9,122,2026-01-29,SMB,Japan,0,0.07207349048711491,False,291.9,69,False,0
1191,59,1190.54,131,2020-09-06,Enterprise,India,0,0.05457494584620451,False,1190.54,59,False,0
1192,33,406.31,42,2023-07-08,SMB,Australia,0,0.06984567012260125,False,406.31,33,False,0
1193,38,168.62,195,2020-08-22,Enterprise,India,0,0.07447402972789145,False,168.62,38,False,0
1194,29,246.58,178,2020-07-24,B2C,UK,0,0.07295597295298117,False,246.58,29,False,0
1195,23,1089.49,20,2025-05-06,B2C,UK,1,0.0565426169224575,False,1089.49,23,False,0
1196,31,813.87,183,2025-08-21,B2B,USA,1,0.061909559050481774,False,813.87,31,False,0
1197,39,146.27,194,2025-12-15,Enterprise,Japan,0,0.07490923456266883,False,146.27,39,False,0
1198,48,110.85,53,2021-10-06,SMB,Germany,1,0.07559894173259343,False,110.85,48,False,0
1199,57,444.2,154,2020-08-20,B2B,Singapore,1,0.0691078664899518,False,444.2,57,False,0
1200,64,11.02,19,2025-09-11,B2C,Australia,0,0.07754285666126574,False,11.02,64,False,0
1201,59,2945.55,117,2020-11-24,B2B,UAE,0,0.02040094866129825,True,2779.1850000000004,59,True,1
1202,45,550.92,124,2022-01-31,SMB,France,0,0.06702978774420494,False,550.92,45,False,0
1203,22,1440.27,191,2020-10-07,Enterprise,UAE,0,0.04971214032544586,False,1440.27,22,False,0
1204,43,1504.21,117,2020-10-05,B2C,UAE,0,0.04846708452519235,False,1504.21,43,False,0
1205,69,245.89,114,2022-08-21,B2B,Singapore,0,0.07296940880694074,False,245.89,69,False,0
1206,44,807.81,33,2024-07-11,B2B,Canada,0,0.0620275608983006,False,807.81,44,False,0
1207,46,776.86,111,2021-05-06,B2C,UK,0,0.06263022710126973,False,776.86,46,False,0
1208,33,573.15,98,2026-05-22,SMB,France,1,0.06659691957968139,False,573.15,33,False,0
1209,73,201.06,28,2022-10-05,B2C,UK,0,0.0738423498692705,False,201.06,73,False,0
1210,43,1433.08,48,2026-06-29,B2C,Singapore,0,0.049852145818155,False,1433.08,43,False,0
1211,25,368.84,53,2020-06-11,B2C,India,0,0.07057529540936225,False,368.84,25,False,0
1212,28,273.39,184,2020-12-01,SMB,Canada,0,0.07243392187376947,False,273.39,28,False,0
1213,20,1694.23,177,2024-09-13,B2C,Australia,0,0.04476696717823941,False,1694.23,20,False,0
1214,19,377.8,63,2026-05-04,SMB,Japan,0,0.07040082403040898,False,377.8,19,False,0
1215,18,507.33,142,2025-11-11,B2C,Singapore,0,0.0678785832139117,False,507.33,18,False,0
1216,18,1025.75,115,2023-07-19,Enterprise,India,0,0.05778377827228795,False,1025.75,18,False,0
1217,37,839.1,157,2022-12-04,Enterprise,UAE,0,0.061418274129612274,False,839.1,37,False,0
1218,59,172.27,53,2022-04-16,Enterprise,Australia,0,0.07440295600767054,False,172.27,59,False,0
1219,48,152.58,26,2023-07-10,B2B,France,0,0.07478636465182117,False,152.58,48,False,0
1220,67,957.08,123,2022-09-04,Enterprise,India,0,0.05912093782504692,False,957.08,67,False,0
1221,33,757.14,161,2022-12-23,Enterprise,Japan,0,0.06301421991298382,False,757.14,33,False,0
1222,68,539.67,197,2024-06-09,SMB,Singapore,0,0.06724885058050228,False,539.67,68,False,0
1223,65,162.56,106,2021-06-20,Enterprise,USA,0,0.07459203157571029,False,162.56,65,False,0
1224,20,669.79,194,2023-05-13,B2C,India,0,0.06471512113525696,False,669.79,20,False,0
1225,56,847.42,73,2025-02-15,SMB,Australia,0,0.06125626499201281,False,847.42,56,False,0
1226,23,41.12,19,2023-07-19,Enterprise,UK,0,0.07695674187259464,False,41.12,23,False,0
1227,60,422.56,122,2020-10-24,Enterprise,India,0,0.06952924602572731,False,422.56,60,False,0
1228,54,723.14,187,2020-02-08,SMB,Australia,0,0.06367627648490468,False,723.14,54,False,0
1229,58,724.06,78,2025-02-20,B2B,Australia,1,0.06365836201295859,False,724.06,58,False,0
1230,53,4580.2,131,2026-04-25,B2B,Germany,0,0.011429368259008182,True,2779.1850000000004,53,True,1
1231,29,1786.31,186,2021-02-13,SMB,Australia,0,0.04297396220346082,False,1786.31,29,False,0
1232,27,987.12,149,2020-10-27,B2B,India,0,0.058535991371502734,False,987.12,27,False,0
1233,52,1681.16,46,2026-01-11,Enterprise,Singapore,0,0.045021469513386626,False,1681.16,52,False,0
1234,72,775.61,101,2022-05-23,B2B,Singapore,0,0.06265456741641388,False,775.61,72,False,0
1235,56,1141.13,168,2025-09-03,SMB,Australia,1,0.05553706982322242,False,1141.13,56,False,0
1236,19,2252.51,70,2022-12-22,B2B,Singapore,0,0.033895998267299034,False,2252.51,19,False,0
1237,74,135.09,194,2021-06-26,SMB,India,0,0.07512693434131809,False,135.09,74,False,0
1238,48,4510.68,57,2023-11-30,B2C,UK,1,0.010075657291951205,True,2779.1850000000004,48,True,1
1239,57,532.65,134,2020-10-08,SMB,France,0,0.06738554579035182,False,532.65,57,False,0
1240,62,1763.14,119,2022-09-27,B2C,Canada,0,0.04342513428497277,False,1763.14,62,False,0
1241,32,1084.02,187,2024-02-22,B2C,Singapore,1,0.0566491301415283,False,1084.02,32,False,0
1242,50,992.74,39,2023-03-13,B2C,Canada,0,0.05842655731461463,False,992.74,50,False,0
1243,19,2231.24,126,2021-10-08,Enterprise,Australia,0,0.03431017306979188,False,2231.24,19,False,0
1244,44,798.38,69,2024-11-29,B2B,USA,0,0.06221118423574806,False,798.38,44,False,0
1245,67,1951.63,74,2026-02-03,Enterprise,USA,0,0.03975480948375626,False,1951.63,67,False,0
1246,41,894.73,52,2023-05-24,SMB,UK,0,0.060335032744437064,False,894.73,41,False,0
1247,44,262.63,111,2025-12-06,SMB,India,0,0.07264344330653029,False,262.63,44,False,0
1248,68,217.8,103,2020-02-02,B2B,France,0,0.07351638436886006,False,217.8,68,False,0
1249,48,1071.16,38,2026-03-21,Enterprise,USA,0,0.0568995433037313,False,1071.16,48,False,0
1250,24,310.45,71,2023-05-11,SMB,USA,0,0.07171228021037573,False,310.45,24,False,0
1251,79,1131.86,111,2021-02-28,Enterprise,UK,0,0.055717577600331435,False,1131.86,79,False,0
1252,43,267.69,74,2021-07-04,SMB,Canada,0,0.07254491371082677,False,267.69,43,False,0
1253,78,2197.84,185,2022-12-19,SMB,France,0,0.03496054629044353,False,2197.84,78,False,0
1254,39,3038.13,135,2021-04-17,Enterprise,India,0,0.018598207560462005,True,2779.1850000000004,39,True,1
1255,19,1313.55,36,2021-03-14,B2B,Germany,0,0.05217966411349911,False,1313.55,19,False,0
1256,33,579.95,50,2026-03-16,SMB,India,0,0.06646450826529722,False,579.95,33,False,0
1257,42,597.77,72,2021-09-28,B2B,Singapore,1,0.06611751273260223,False,597.77,42,False,0
1258,33,971.96,40,2023-01-20,Enterprise,Australia,0,0.058831190713570965,False,971.96,33,False,0
1259,74,4524.27,40,2023-02-28,B2C,UAE,1,0.010340285198198395,True,2779.1850000000004,74,True,1
1260,40,861.68,51,2022-05-12,Enterprise,India,0,0.06097859067684837,False,861.68,40,False,0
1261,53,1624.61,90,2023-11-05,Enterprise,USA,1,0.04612262537050792,False,1624.61,53,False,0
1262,66,302.4,20,2022-04-13,B2B,Japan,0,0.07186903183990405,False,302.4,66,False,0
1263,31,668.55,2,2022-12-17,SMB,Japan,0,0.06473926672787995,False,668.55,31,False,0
1264,57,3204.24,110,2025-09-01,B2B,Australia,0,0.01536367176158635,True,2779.1850000000004,57,True,1
1265,26,4067.99,151,2025-06-24,B2C,Australia,0,0.001455486003020562,True,2779.1850000000004,26,True,1
1266,57,225.03,81,2022-10-25,SMB,Singapore,0,0.0733755999860663,False,225.03,57,False,0
1267,48,675.86,169,2020-07-27,SMB,Australia,1,0.06459692456491696,False,675.86,48,False,0
1268,67,2046.2,185,2021-01-13,B2C,UK,0,0.03791331860121053,False,2046.2,67,False,0
1269,24,2241.65,149,2024-09-30,B2B,UK,0,0.0341074669252714,False,2241.65,24,False,0
1270,75,566.74,39,2023-02-07,B2C,UAE,1,0.06672173671574058,False,566.74,75,False,0
1271,62,671.16,154,2020-06-29,SMB,India,0,0.06468844414985897,False,671.16,62,False,0
1272,18,390.62,95,2020-01-15,B2C,Germany,0,0.0701511897582906,False,390.62,18,False,0
1273,38,148.21,72,2023-09-28,SMB,USA,0,0.07487145839356511,False,148.21,38,False,0
1274,46,534.69,51,2021-06-19,SMB,Canada,0,0.06734582239603656,False,534.69,46,False,0
1275,25,1067.99,71,2022-12-08,B2C,France,0,0.05696127034293687,False,1067.99,25,False,0
1276,26,148.18,21,2021-10-23,B2C,Singapore,0,0.07487204256112857,False,148.18,26,False,0
1277,75,10547.16,58,2024-12-14,Enterprise,Singapore,0,0.12761951774103292,True,2779.1850000000004,75,True,1
