customer_id,age,revenue,transactions_count,signup_date,customer_segment,country,flag_churn,revenue_normalized,revenue_zscore,revenue_rank
1068,40,155.14,119,2026-01-18,Enterprise,Japan,1,0.0011539860139860138,-0.07473651568640595,4626
1069,53,523.6,24,2025-12-12,SMB,UK,1,0.001522077922077922,-0.06756176967199547,2966
1070,57,346.07,63,2020-01-03,Enterprise,France,0,0.0013447252747252746,-0.07101867859002807,3716
1071,24,2686.61,55,2023-08-20,B2C,USA,1,0.003682927072927073,-0.025443093624038994,441
1072,44,605.75,123,2025-06-24,Enterprise,UK,0,0.001604145854145854,-0.06596212416072199,2672
1073,62,65.8,132,2020-03-20,B2C,Germany,0,0.0010647352647352648,-0.07647616669038856,4938
1074,38,1111.14,25,2021-04-03,SMB,Australia,1,0.002109030969030969,-0.056121042664160854,1509
1075,22,461.44,61,2024-01-26,B2B,UAE,1,0.00145998001998002,-0.0687721648634837,3215
1076,50,431.27,31,2023-06-13,Enterprise,UK,0,0.00142984015984016,-0.06935964270980288,3354
1077,74,2704.63,149,2022-09-07,Enterprise,France,0,0.003700929070929071,-0.025092203640920942,435
1078,33,723.03,94,2020-08-25,Enterprise,Japan,0,0.0017213086913086912,-0.06367841843263736,2331
1079,28,166.88,5,2022-09-13,B2B,Singapore,0,0.0011657142857142858,-0.07450791144657211,4579
1080,71,398.34,68,2026-05-12,SMB,UAE,0,0.001396943056943057,-0.07000086397196033,3489
1081,49,383.43,133,2020-11-18,SMB,Singapore,0,0.0013820479520479522,-0.07029119525099975,3551
1082,67,572.55,144,2020-12-16,B2B,UAE,0,0.001570979020979021,-0.0666086029309506,2773
1083,41,300.85,91,2025-06-13,SMB,USA,0,0.0012995504495504494,-0.0718992138306828,3918
1084,26,704.46,140,2020-10-10,B2C,Canada,0,0.0017027572427572427,-0.06404001815441884,2389
1085,79,1030.57,193,2025-12-21,B2C,USA,0,0.0020285414585414583,-0.05768992201709211,1629
1086,53,1190.4,121,2021-05-30,B2C,Canada,0,0.002188211788211788,-0.05457767196150065,1401
1087,24,868.95,194,2021-06-09,SMB,Japan,0,0.0018670829170829171,-0.060837027403969984,1938
1088,45,751.53,171,2025-04-30,B2B,France,0,0.0017497802197802197,-0.06312345924735076,2245
1089,77,1021.06,109,2026-03-01,Enterprise,Singapore,0,0.002019040959040959,-0.0578751031347088,1645
1090,40,2705.57,153,2021-11-07,Enterprise,UK,0,0.003701868131868132,-0.02507389972393254,434
1091,56,118.76,98,2022-12-21,B2B,Japan,0,0.0011176423576423576,-0.07544491621836126,4792
1092,30,394.64,174,2025-12-01,Enterprise,USA,0,0.001393246753246753,-0.07007291130478702,3512
1093,68,845.6,129,2024-09-29,Enterprise,Australia,0,0.0018437562437562437,-0.06129170449086269,1995
1094,24,549.63,78,2022-05-17,B2B,Australia,0,0.0015480819180819182,-0.0670549069494337,2867
1095,38,303.55,160,2026-01-17,B2C,Singapore,0,0.0013022477522477522,-0.07184663874997144,3905
1096,77,83.68,189,2022-04-03,B2B,UAE,0,0.0010825974025974027,-0.07612800282256667,4896
1097,77,1690.53,157,2023-06-30,B2B,Australia,0,0.0026878421578421575,-0.04483901451106609,912
1098,56,1332.95,48,2024-06-22,SMB,UK,0,0.0023306193806193806,-0.0518019024224619,1231
1099,30,202.62,120,2024-03-09,Enterprise,Singapore,1,0.0012014185814185814,-0.0738119731559706,4412
1100,53,4239.62,83,2024-11-29,SMB,UK,0,0.005234385614385615,0.004797508633572789,178
1101,29,781.44,94,2025-10-20,B2C,USA,1,0.0017796603396603398,-0.06254104418658157,2181
1102,25,354.64,23,2025-01-23,SMB,India,0,0.001353286713286713,-0.07085180138939978,3681
1103,65,187.15,69,2021-05-10,SMB,Japan,0,0.001185964035964036,-0.07411320889619459,4489
1104,60,318.09,120,2022-10-12,B2C,France,0,0.0013167732267732267,-0.0715635122042147,3843
1105,53,507.1,99,2022-07-09,SMB,UAE,0,0.0015055944055944056,-0.06788306183189823,3030
1106,999,680.18,181,2020-09-19,Enterprise,USA,0,0.0016785014985014983,-0.0645128044357788,2457
1107,78,844.04,71,2023-10-16,B2C,UAE,0,0.0018421978021978022,-0.06132208120416259,1998
1108,64,909.08,128,2020-03-27,SMB,Singapore,0,0.0019071728271728271,-0.06005560592658224,1858
1109,75,1268.01,87,2026-03-18,Enterprise,USA,0,0.002265744255744256,-0.05306643047483074,1309
1110,61,429.06,108,2022-07-31,Enterprise,Japan,0,0.0014276323676323676,-0.06940267638697774,3368
1111,40,1037.43,154,2022-06-21,B2C,USA,0,0.0020353946053946054,-0.057556342367581025,1618
1112,51,298.1,71,2020-01-30,B2B,Singapore,0,0.0012968031968031968,-0.07195276252399993,3930
1113,72,801.42,21,2020-10-17,Enterprise,USA,0,0.0017996203796203797,-0.062151988589317496,2129
1114,40,458.25,127,2020-08-29,B2B,Japan,1,0.0014567932067932068,-0.06883428134773156,3233
1115,55,1060.79,60,2022-07-26,B2B,Canada,0,0.002058731268731269,-0.05710147055816717,1583
1116,46,333.07,55,2020-10-03,B2B,Australia,0,0.0013317382617382618,-0.07127181786752722,3778
1117,67,225.58,125,2020-05-08,B2B,Canada,0,0.0012243556443556443,-0.07336489024740288,4283
1118,41,556.48,107,2023-09-15,SMB,Canada,1,0.001554925074925075,-0.06692152202244377,2836
1119,39,448.9,111,2020-10-17,SMB,UAE,0,0.0014474525474525476,-0.0690163469050098,3275
1120,29,705.58,68,2025-10-06,B2C,UAE,0,0.0017038761238761238,-0.06401820923204968,2385
1121,33,303.41,88,2022-09-01,SMB,Germany,0,0.0013021078921078922,-0.07184936486526758,3906
1122,18,246.42,95,2023-02-14,B2B,Japan,0,0.0012451748251748253,-0.07295908851331961,4171
1123,68,238.83,12,2025-06-11,B2B,Australia,0,0.0012375924075924076,-0.07310688290687489,4216
1124,0,159.88,108,2022-05-27,SMB,Singapore,0,0.0011587212787212788,-0.07464421721137934,4606
1125,53,2749.19,136,2026-01-17,SMB,France,0,0.0037454445554445555,-0.024224520086662323,416
1126,59,491.27,17,2021-06-25,B2B,France,0,0.0014897802197802199,-0.06819130758288373,3089
1127,59,1040.42,43,2026-05-27,SMB,UK,0,0.0020383816183816186,-0.05749812033375622,1611
1128,41,4629.43,9,2026-06-18,B2B,France,0,0.0056238061938061945,0.012387987230645353,148
1129,56,131.46,17,2025-04-20,Enterprise,Germany,0,0.0011303296703296705,-0.07519761861649671,4744
1130,55,468.94,144,2022-09-22,Enterprise,UK,0,0.0014674725274725275,-0.0686261229726188,3177
1131,49,2982.48,51,2025-04-21,B2B,France,0,0.0039785014985014985,-0.01968183839067952,361
1132,75,516.74,35,2024-07-25,B2C,Canada,0,0.0015152247752247751,-0.06769534932150655,2991
1133,71,2258.36,52,2022-02-18,B2B,Canada,0,0.003255104895104895,-0.03378208559242442,583
1134,49,45.82,77,2021-01-21,B2C,Japan,0,0.0010447752247752246,-0.07686522228765263,4967
1135,78,550.07,12,2021-02-01,Enterprise,Canada,0,0.0015485214785214787,-0.06704633915850296,2864
1136,29,80.3,115,2024-10-31,SMB,UK,0,0.0010792207792207791,-0.07619381903471643,4902
1137,27,779.09,94,2023-12-22,B2C,Canada,0,0.0017773126873126875,-0.06258680397905257,2185
1138,74,733.17,195,2024-09-30,SMB,India,0,0.0017314385614385615,-0.06348096979618803,2292
1139,29,203.36,197,2024-08-10,SMB,Australia,1,0.0012021578421578423,-0.07379756368940527,4406
1140,30,655.92,120,2025-03-27,Enterprise,UAE,0,0.0016542657342657344,-0.06498520127209644,2532
1141,32,1378.91,141,2020-08-09,B2C,Australia,0,0.0023765334665334665,-0.050906957715241834,1183
1142,77,1440.3,13,2021-02-07,SMB,Singapore,0,0.002437862137862138,-0.049711556157882406,1110
1143,79,1527.81,156,2020-09-05,Enterprise,Canada,0,0.002525284715284715,-0.04800753937527082,1034
1144,47,3851.18,121,2024-07-07,SMB,Australia,1,0.004846333666333667,-0.002766292978101781,215
1145,70,2068.41,47,2023-10-21,B2B,Canada,0,0.003065344655344655,-0.037480839881729296,660
1146,30,292.72,172,2021-03-23,B2B,Canada,0,0.0012914285714285714,-0.07205752324038035,3954
1147,68,650.59,191,2022-10-15,B2B,Japan,0,0.0016489410589410592,-0.06508898837587108,2544
1148,65,941.93,197,2022-02-23,SMB,France,1,0.0019399900099900098,-0.05941594244459401,1801
1149,60,415.22,148,2022-02-18,B2C,UK,0,0.0014138061938061938,-0.06967217235625375,3427
1150,18,373.28,92,2026-01-05,B2C,Japan,1,0.0013719080919080918,-0.07048883860997023,3586
1151,35,1405.79,36,2025-01-11,SMB,Singapore,0,0.002403386613386613,-0.05038354357838206,1151
1152,56,174.99,45,2021-07-28,B2C,France,1,0.001173816183816184,-0.07434999148191686,4540
1153,29,334.38,125,2024-09-24,Enterprise,Germany,0,0.0013330469530469533,-0.07124630921725615,3770
1154,67,2249.59,112,2022-01-21,Enterprise,UAE,0,0.0032463436563436566,-0.03395285724347576,590
1155,61,440.05,125,2023-02-14,SMB,India,0,0.0014386113886113885,-0.06918867633623037,3306
1156,26,839.11,82,2025-03-09,B2B,Japan,1,0.0018372727272727273,-0.06141807940709111,2017
1157,66,1250.65,185,2022-10-20,SMB,Germany,0,0.0022484015984015984,-0.05340446877155267,1335
1158,21,1649.07,87,2020-11-04,Enterprise,Canada,0,0.002646423576423576,-0.04564633408376722,939
1159,73,391.81,91,2024-12-20,B2C,Australia,0,0.0013904195804195804,-0.07012801777827338,3522
1160,78,792.48,130,2026-03-04,B2C,USA,0,0.0017906893106893107,-0.062326070523228444,2147
1161,44,231.07,42,2021-02-05,B2B,USA,0,0.0012298401598401598,-0.07325798758328976,4260
1162,45,702.13,104,2020-07-26,Enterprise,Japan,0,0.0017004295704295706,-0.06408538850184753,2401
1163,41,192.29,50,2026-01-23,B2C,UK,0,0.001191098901098901,-0.07401312152032184,4466
1164,78,529.76,31,2020-03-01,SMB,UK,0,0.0015282317682317683,-0.0674418205989651,2942
1165,21,847.1,82,2021-01-17,Enterprise,Germany,0,0.0018452547452547452,-0.06126249611268972,1991
1166,77,209.41,176,2022-08-26,B2C,Singapore,1,0.0012082017982017984,-0.07367975656410758,4369
1167,79,1713.94,80,2021-11-12,B2B,Singapore,0,0.0027112287712287714,-0.044383169089046465,890
1168,45,312.38,154,2024-07-22,SMB,France,1,0.0013110689310689312,-0.07167469876379316,3866
1169,69,299.14,25,2025-06-12,SMB,Germany,0,0.0012978421578421578,-0.0719325113818,3923
1170,37,199.7,35,2025-05-25,SMB,UAE,1,0.0011985014985014986,-0.07386883213214733,4428
1171,46,1137.73,111,2022-05-25,B2B,Canada,0,0.0021355944055944055,-0.055603275480414514,1471
1172,50,2152.38,73,2024-06-30,B2C,Canada,1,0.003149230769230769,-0.03584575487160594,624
1173,47,504.93,34,2020-08-28,B2C,Japan,1,0.0015034265734265736,-0.06792531661898847,3040
1174,20,148.85,173,2021-11-05,B2B,Canada,0,0.0011477022977022977,-0.07485899615221131,4652
1175,36,206.21,23,2024-04-01,SMB,Singapore,0,0.001205004995004995,-0.07374206777087661,4383
1176,38,475.35,106,2020-01-09,Enterprise,UK,0,0.0014738761238761238,-0.06850130583655961,3150
1177,-5,365.45,91,2024-05-18,Enterprise,UAE,0,0.001364085914085914,-0.07064130634403319,3628
1178,38,141.87,74,2022-12-22,B2B,Singapore,0,0.0011407292707292706,-0.07499491247197623,4685
1179,37,854.45,16,2025-02-06,Enterprise,USA,1,0.0018525974025974026,-0.061119375059642114,1972
1180,72,450.95,4,2023-03-14,Enterprise,France,0,0.0014495004995004996,-0.0689764287881734,3261
1181,50,1357.34,182,2024-09-28,B2C,USA,0,0.002354985014985015,-0.05132697419336928,1208
1182,55,799.22,95,2026-03-26,B2B,India,0,0.0017974225774225775,-0.0621948275439712,2133
1183,26,717.6,68,2025-06-16,B2B,India,1,0.0017158841158841159,-0.06378415276162355,2349
1184,67,525.04,114,2021-09-26,B2C,France,0,0.0015235164835164835,-0.06753372962894941,2960
1185,48,702.58,53,2022-02-16,B2C,Germany,0,0.0017008791208791207,-0.06407662598839564,2400
1186,49,2970.77,142,2023-04-30,SMB,Singapore,0,0.003966803196803197,-0.019909858462949907,365
1187,58,93.88,80,2022-06-10,B2B,France,1,0.001092787212787213,-0.0759293858509904,4870
1188,40,857.89,111,2020-08-27,Enterprise,Japan,0,0.001856033966033966,-0.061052390512365426,1965
1189,40,534.7,83,2026-06-30,Enterprise,Canada,0,0.0015331668331668331,-0.06734562767351542,2920
1190,69,291.9,122,2026-01-29,SMB,Japan,0,0.0012906093906093906,-0.07207349048711491,3958
1191,59,1190.54,131,2020-09-06,Enterprise,India,0,0.0021883516483516482,-0.05457494584620451,1400
1192,33,406.31,42,2023-07-08,SMB,Australia,0,0.0014049050949050948,-0.06984567012260125,3460
1193,38,168.62,195,2020-08-22,Enterprise,India,0,0.0011674525474525473,-0.07447402972789145,4570
1194,29,246.58,178,2020-07-24,B2C,UK,0,0.0012453346653346653,-0.07295597295298117,4170
1195,23,1089.49,20,2025-05-06,B2C,UK,1,0.0020874025974025974,-0.0565426169224575,1535
1196,31,813.87,183,2025-08-21,B2B,USA,1,0.001812057942057942,-0.061909559050481774,2089
1197,39,146.27,194,2025-12-15,Enterprise,Japan,0,0.001145124875124875,-0.07490923456266883,4664
1198,48,110.85,53,2021-10-06,SMB,Germany,1,0.0011097402597402596,-0.07559894173259343,4816
1199,57,444.2,154,2020-08-20,B2B,Singapore,1,0.0014427572427572427,-0.0691078664899518,3291
1200,64,11.02,19,2025-09-11,B2C,Australia,0,0.00101000999000999,-0.07754285666126574,4992
1201,59,2945.55,117,2020-11-24,B2B,UAE,0,0.003941608391608392,-0.02040094866129825,372
1202,45,550.92,124,2022-01-31,SMB,France,0,0.0015493706293706294,-0.06702978774420494,2858
1203,22,1440.27,191,2020-10-07,Enterprise,UAE,0,0.002437832167832168,-0.04971214032544586,1111
1204,43,1504.21,117,2020-10-05,B2C,UAE,0,0.0025017082917082917,-0.04846708452519235,1052
1205,69,245.89,114,2022-08-21,B2B,Singapore,0,0.0012446453546453545,-0.07296940880694074,4176
1206,44,807.81,33,2024-07-11,B2B,Canada,0,0.001806003996003996,-0.0620275608983006,2104
1207,46,776.86,111,2021-05-06,B2C,UK,0,0.0017750849150849153,-0.06263022710126973,2192
1208,33,573.15,98,2026-05-22,SMB,France,1,0.0015715784215784216,-0.06659691957968139,2769
1209,73,201.06,28,2022-10-05,B2C,UK,0,0.0011998601398601398,-0.0738423498692705,4421
1210,43,1433.08,48,2026-06-29,B2C,Singapore,0,0.0024306493506493507,-0.049852145818155,1122
1211,25,368.84,53,2020-06-11,B2C,India,0,0.0013674725274725275,-0.07057529540936225,3615
1212,28,273.39,184,2020-12-01,SMB,Canada,0,0.001272117882117882,-0.07243392187376947,4030
1213,20,1694.23,177,2024-09-13,B2C,Australia,0,0.0026915384615384614,-0.04476696717823941,908
1214,19,377.8,63,2026-05-04,SMB,Japan,0,0.0013764235764235763,-0.07040082403040898,3573
1215,18,507.33,142,2025-11-11,B2C,Singapore,0,0.0015058241758241758,-0.0678785832139117,3027
1216,18,1025.75,115,2023-07-19,Enterprise,India,0,0.002023726273726274,-0.05778377827228795,1636
1217,37,839.1,157,2022-12-04,Enterprise,UAE,0,0.001837262737262737,-0.061418274129612274,2018
1218,59,172.27,53,2022-04-16,Enterprise,Australia,0,0.001171098901098901,-0.07440295600767054,4550
1219,48,152.58,26,2023-07-10,B2B,France,0,0.0011514285714285713,-0.07478636465182117,4635
1220,67,957.08,123,2022-09-04,Enterprise,India,0,0.0019551248751248753,-0.05912093782504692,1771
1221,33,757.14,161,2022-12-23,Enterprise,Japan,0,0.0017553846153846153,-0.06301421991298382,2232
1222,68,539.67,197,2024-06-09,SMB,Singapore,0,0.0015381318681318681,-0.06724885058050228,2908
1223,65,162.56,106,2021-06-20,Enterprise,USA,0,0.0011613986013986014,-0.07459203157571029,4598
1224,20,669.79,194,2023-05-13,B2C,India,0,0.001668121878121878,-0.06471512113525696,2493
1225,56,847.42,73,2025-02-15,SMB,Australia,0,0.0018455744255744257,-0.06125626499201281,1989
1226,23,41.12,19,2023-07-19,Enterprise,UK,0,0.00104007992007992,-0.07695674187259464,4971
1227,60,422.56,122,2020-10-24,Enterprise,India,0,0.0014211388611388611,-0.06952924602572731,3400
1228,54,723.14,187,2020-02-08,SMB,Australia,0,0.0017214185814185812,-0.06367627648490468,2330
1229,58,724.06,78,2025-02-20,B2B,Australia,1,0.0017223376623376624,-0.06365836201295859,2325
1230,53,4580.2,131,2026-04-25,B2B,Germany,0,0.005574625374625375,0.011429368259008182,151
1231,29,1786.31,186,2021-02-13,SMB,Australia,0,0.0027835264735264734,-0.04297396220346082,833
1232,27,987.12,149,2020-10-27,B2B,India,0,0.001985134865134865,-0.058535991371502734,1724
1233,52,1681.16,46,2026-01-11,Enterprise,Singapore,0,0.0026784815184815185,-0.045021469513386626,919
1234,72,775.61,101,2022-05-23,B2B,Singapore,0,0.001773836163836164,-0.06265456741641388,2194
1235,56,1141.13,168,2025-09-03,SMB,Australia,1,0.002138991008991009,-0.05553706982322242,1464
1236,19,2252.51,70,2022-12-22,B2B,Singapore,0,0.0032492607392607393,-0.033895998267299034,587
1237,74,135.09,194,2021-06-26,SMB,India,0,0.0011339560439560439,-0.07512693434131809,4730
1238,48,4510.68,57,2023-11-30,B2C,UK,1,0.005505174825174826,0.010075657291951205,158
1239,57,532.65,134,2020-10-08,SMB,France,0,0.0015311188811188811,-0.06738554579035182,2932
1240,62,1763.14,119,2022-09-27,B2C,Canada,0,0.002760379620379621,-0.04342513428497277,846
1241,32,1084.02,187,2024-02-22,B2C,Singapore,1,0.002081938061938062,-0.0566491301415283,1546
1242,50,992.74,39,2023-03-13,B2C,Canada,0,0.0019907492507492508,-0.05842655731461463,1712
1243,19,2231.24,126,2021-10-08,Enterprise,Australia,0,0.003228011988011988,-0.03431017306979188,598
1244,44,798.38,69,2024-11-29,B2B,USA,0,0.0017965834165834167,-0.06221118423574806,2135
1245,67,1951.63,74,2026-02-03,Enterprise,USA,0,0.0029486813186813186,-0.03975480948375626,726
1246,41,894.73,52,2023-05-24,SMB,UK,0,0.0018928371628371629,-0.060335032744437064,1894
1247,44,262.63,111,2025-12-06,SMB,India,0,0.0012613686313686315,-0.07264344330653029,4088
1248,68,217.8,103,2020-02-02,B2B,France,0,0.0012165834165834164,-0.07351638436886006,4317
1249,48,1071.16,38,2026-03-21,Enterprise,USA,0,0.002069090909090909,-0.0568995433037313,1568
1250,24,310.45,71,2023-05-11,SMB,USA,0,0.0013091408591408592,-0.07171228021037573,3875
1251,79,1131.86,111,2021-02-28,Enterprise,UK,0,0.002129730269730269,-0.055717577600331435,1477
1252,43,267.69,74,2021-07-04,SMB,Canada,0,0.0012664235764235764,-0.07254491371082677,4059
1253,78,2197.84,185,2022-12-19,SMB,France,0,0.0031946453546453546,-0.03496054629044353,609
1254,39,3038.13,135,2021-04-17,Enterprise,India,0,0.004034095904095905,-0.018598207560462005,348
1255,19,1313.55,36,2021-03-14,B2B,Germany,0,0.0023112387612387614,-0.05217966411349911,1253
1256,33,579.95,50,2026-03-16,SMB,India,0,0.0015783716283716285,-0.06646450826529722,2748
1257,42,597.77,72,2021-09-28,B2B,Singapore,1,0.0015961738261738262,-0.06611751273260223,2699
1258,33,971.96,40,2023-01-20,Enterprise,Australia,0,0.00196999000999001,-0.058831190713570965,1746
1259,74,4524.27,40,2023-02-28,B2C,UAE,1,0.005518751248751249,0.010340285198198395,157
1260,40,861.68,51,2022-05-12,Enterprise,India,0,0.0018598201798201797,-0.06097859067684837,1957
1261,53,1624.61,90,2023-11-05,Enterprise,USA,1,0.0026219880119880117,-0.04612262537050792,959
1262,66,302.4,20,2022-04-13,B2B,Japan,0,0.001301098901098901,-0.07186903183990405,3909
1263,31,668.55,2,2022-12-17,SMB,Japan,0,0.0016668831168831168,-0.06473926672787995,2500
1264,57,3204.24,110,2025-09-01,B2B,Australia,0,0.00420003996003996,-0.01536367176158635,316
1265,26,4067.99,151,2025-06-24,B2C,Australia,0,0.005062927072927072,0.001455486003020562,194
1266,57,225.03,81,2022-10-25,SMB,Singapore,0,0.0012238061938061938,-0.0733755999860663,4286
1267,48,675.86,169,2020-07-27,SMB,Australia,1,0.0016741858141858144,-0.06459692456491696,2470
1268,67,2046.2,185,2021-01-13,B2C,UK,0,0.003043156843156843,-0.03791331860121053,667
1269,24,2241.65,149,2024-09-30,B2B,UK,0,0.0032384115884115886,-0.0341074669252714,594
1270,75,566.74,39,2023-02-07,B2C,UAE,1,0.001565174825174825,-0.06672173671574058,2794
1271,62,671.16,154,2020-06-29,SMB,India,0,0.0016694905094905093,-0.06468844414985897,2483
1272,18,390.62,95,2020-01-15,B2C,Germany,0,0.0013892307692307691,-0.0701511897582906,3526
1273,38,148.21,72,2023-09-28,SMB,USA,0,0.0011470629370629371,-0.07487145839356511,4655
