transaction_id,customer_id,transaction_date,amount,product_category,region,payment_method,discount_pct,is_returned
103,1162,2024-02-26,46.04,Food & Beverage,West,Debit Card,25,0
104,1202,2025-04-15,111.24,Books,East,Net Banking,20,0
105,2982,2026-04-19,202.91,Software,Central,Debit Card,5,0
106,1996,2024-06-28,121.61,Books,Central,UPI,10,0
107,1270,2023-03-12,330.72,Travel,East,UPI,10,0
108,2887,2026-02-02,56.6,Apparel,North,Credit Card,15,1
109,1816,2026-05-08,201.95,Home & Garden,North,UPI,0,0
110,2295,2026-01-29,10.45,Home & Garden,South,UPI,0,0
111,1456,2025-02-06,453.18,Home & Garden,North,Wallet,10,0
112,2486,2023-11-03,346.46,Food & Beverage,North,Net Banking,20,0
113,2751,2024-01-12,62.47,Health,Central,Net Banking,5,0
114,2276,2024-10-16,152.41,Health,Central,Wallet,0,0
115,2017,2024-11-08,262.24,Health,East,UPI,20,0
116,2726,2024-02-03,25.91,Home & Garden,East,Debit Card,10,0
117,1296,2023-08-09,75.68,Electronics,Central,Wallet,0,0
118,2749,2023-07-01,18.79,Food & Beverage,East,Net Banking,5,1
119,1720,2023-11-03,352.87,Home & Garden,Central,Credit Card,30,0
120,2773,2024-06-05,241.61,Home & Garden,North,Net Banking,15,0
121,1338,2025-10-10,64.26,Home & Garden,East,Debit Card,0,0
122,1879,2023-01-04,55.91,Software,North,Net Banking,0,0
123,2077,2025-05-12,,Sports,South,Wallet,0,0
124,1792,2025-04-27,30.67,Books,East,Credit Card,20,0
125,2946,2025-03-14,73.05,Home & Garden,Central,Net Banking,10,0
126,1217,2023-08-03,25.91,Electronics,Central,Wallet,25,0
127,1764,2025-08-29,264.54,Sports,South,Wallet,0,0
128,1188,2023-04-11,352.24,Electronics,Central,Wallet,0,0
129,1380,2025-08-20,279.84,Health,North,Credit Card,10,1
130,1493,2024-07-26,21.48,Health,Central,Wallet,0,0
131,2065,2024-10-19,70.1,Sports,South,Credit Card,10,0
132,2181,2025-07-27,181.58,Books,West,Debit Card,15,0
133,1015,2025-12-22,226.45,Health,West,Debit Card,0,0
134,2837,2023-08-14,9.91,Food & Beverage,North,Debit Card,30,0
135,1065,2023-04-15,218.89,Sports,West,Wallet,15,1
136,2881,2025-02-10,20.25,Sports,Central,Credit Card,0,0
137,2863,2024-03-04,74.83,Apparel,South,Debit Card,5,0
138,1521,2024-03-09,407.07,Apparel,North,UPI,15,0
139,2368,2026-05-15,346.02,Sports,West,Debit Card,0,0
140,2153,2025-11-17,442.02,Books,Central,Wallet,0,0
141,1648,2024-11-12,25.04,Sports,Central,UPI,10,0
142,2496,2024-08-10,33.68,Home & Garden,East,Net Banking,0,0
143,2087,2025-12-28,45.82,Apparel,East,UPI,30,0
144,2163,2025-05-15,75.51,Sports,South,Net Banking,0,0
145,2523,2025-01-15,116.75,Books,North,UPI,0,0
146,1593,2026-04-05,416.84,Electronics,West,Credit Card,0,0
147,1392,2025-05-13,29.54,Electronics,West,UPI,10,0
148,2699,2024-01-03,42.32,Food & Beverage,Central,Debit Card,0,0
149,1419,2023-09-08,496.89,Books,West,Net Banking,25,1
150,1289,2025-05-08,22.4,Sports,South,Net Banking,0,0
151,1379,2025-05-05,215.34,Electronics,East,Debit Card,25,0
152,2797,2026-04-08,80.93,Health,Central,Credit Card,0,0
153,2514,2026-01-18,143.41,Sports,North,UPI,5,1
154,1231,2024-07-14,34.0,Home & Garden,Central,Credit Card,10,0
155,2018,2023-10-21,210.32,Health,West,Debit Card,10,0
156,1041,2025-07-07,41.06,Apparel,South,UPI,5,0
157,2052,2026-03-19,16.39,Electronics,North,Debit Card,15,0
158,1135,2026-03-01,160.14,Sports,Central,Net Banking,5,0
159,1201,2024-03-08,4.47,Travel,West,Net Banking,0,0
160,2864,2023-02-28,45.53,Food & Beverage,Central,Net Banking,15,0
161,1780,2025-08-26,127.66,Software,North,Wallet,25,0
162,1930,2025-04-15,223.48,Electronics,West,Wallet,10,0
163,2057,2023-07-18,392.22,Electronics,East,Net Banking,0,0
164,2072,2023-08-03,759.8,Books,North,Wallet,15,0
165,1503,2025-06-16,526.42,Food & Beverage,East,Wallet,15,0
166,1407,2024-04-16,113.28,Travel,East,Debit Card,0,0
167,2598,2023-09-04,347.49,Home & Garden,West,UPI,0,0
168,2752,2024-01-17,,Food & Beverage,Central,Net Banking,0,0
169,1805,2025-09-17,205.02,Home & Garden,Central,Wallet,0,0
170,1099,2026-06-16,43.85,Travel,South,Debit Card,20,0
171,1684,2025-07-15,156.72,Sports,North,Debit Card,0,0
172,2896,2026-04-06,51.01,Apparel,North,UPI,0,0
173,1726,2024-07-13,73.09,Software,West,Debit Card,0,0
174,2571,2025-12-10,157.32,Travel,West,Credit Card,0,0
175,1961,2024-11-19,1107.27,Food & Beverage,South,Credit Card,30,0
176,2763,2024-01-15,144.56,Home & Garden,South,Net Banking,0,0
177,1613,2024-04-18,88.76,Apparel,East,UPI,0,0
178,2967,2026-01-08,33.18,Sports,South,Credit Card,20,0
179,2486,2024-11-27,263.87,Sports,Central,UPI,15,0
180,1643,2025-06-29,60.19,Electronics,East,Net Banking,10,0
181,2793,2025-08-17,141.03,Software,South,Debit Card,0,0
182,2029,2024-04-22,209.0,Travel,Central,Debit Card,5,0
183,2242,2025-09-30,410.32,Health,Central,Debit Card,20,0
184,1503,2025-07-14,247.36,Food & Beverage,East,Credit Card,10,0
185,1767,2024-12-07,20.74,Home & Garden,East,UPI,0,0
186,1398,2026-05-22,11.47,Sports,Central,Credit Card,0,0
187,1871,2025-05-03,,Apparel,West,Wallet,25,0
188,1795,2026-02-11,99.8,Health,East,UPI,30,0
189,1393,2025-10-13,143.99,Apparel,North,Net Banking,15,0
190,1207,2025-01-23,708.9,Electronics,West,Credit Card,10,0
191,2039,2024-05-17,42.95,Food & Beverage,North,Debit Card,5,0
192,2882,2025-03-27,423.98,Sports,South,Debit Card,30,0
193,2578,2024-08-10,43.47,Travel,East,Debit Card,10,0
194,1892,2024-12-08,588.94,Electronics,East,Credit Card,0,0
195,2485,2025-12-03,221.54,Software,Central,Credit Card,0,0
196,2715,2026-06-23,14.75,Food & Beverage,East,Debit Card,30,0
197,2599,2026-01-12,54.56,Apparel,North,Debit Card,25,0
198,1864,2023-07-26,896.77,Travel,West,Debit Card,10,0
199,1743,2023-05-31,,Books,South,Wallet,0,0
200,2265,2024-10-29,185.87,Books,West,Credit Card,10,0
201,1564,2024-06-11,137.7,Books,North,Debit Card,15,0
202,2021,2023-06-14,120.02,Health,South,Net Banking,0,0
203,1096,2025-07-05,152.08,Health,Central,Debit Card,20,0
204,2924,2026-03-14,76.02,Health,East,Credit Card,5,0
205,2758,2025-10-06,384.99,Apparel,East,Net Banking,5,0
206,1485,2023-02-06,180.08,Travel,Central,Credit Card,5,0
207,2431,2023-11-29,28.26,Electronics,North,Credit Card,10,0
208,1231,2024-02-07,197.55,Apparel,Central,Credit Card,0,0
209,1749,2024-02-18,109.73,Health,North,UPI,10,0
210,2679,2023-02-14,61.87,Sports,South,Net Banking,0,0
211,2195,2023-07-25,878.51,Software,West,Wallet,20,0
212,1541,2023-03-03,101.95,Software,West,Wallet,20,0
213,2060,2024-02-24,8.6,Home & Garden,Central,UPI,0,0
214,1525,2025-05-17,67.38,Home & Garden,East,Credit Card,0,0
215,2184,2025-03-30,296.54,Software,Central,Wallet,15,0
216,2863,2023-01-19,29.61,Travel,East,Net Banking,5,0
217,2723,2023-12-31,284.69,Electronics,Central,Debit Card,25,0
218,2267,2025-10-27,27.19,Food & Beverage,Central,Net Banking,0,0
219,2110,2024-03-03,447.65,Health,West,Credit Card,20,0
220,2820,2026-02-14,45.28,Travel,East,Net Banking,0,0
221,1578,2024-08-02,59.02,Apparel,West,Credit Card,15,0
222,1682,2024-06-29,53.99,Electronics,East,Net Banking,10,0
223,1557,2023-11-21,184.37,Sports,South,UPI,5,0
224,2598,2023-02-24,822.99,Electronics,South,Net Banking,25,0
225,2977,2025-02-16,91.63,Apparel,South,Wallet,25,0
226,2013,2025-09-18,88.85,Home & Garden,North,Debit Card,25,0
227,1646,2023-02-11,45.24,Sports,West,UPI,10,0
228,1796,2023-08-19,12.77,Food & Beverage,West,Net Banking,5,1
229,2052,2024-03-28,51.0,Travel,South,Credit Card,0,0
230,2644,2024-01-29,19.87,Software,Central,UPI,0,0
231,2580,2026-02-25,9.35,Sports,West,Wallet,10,0
232,2364,2024-11-21,82.07,Electronics,East,Debit Card,0,0
233,2822,2024-01-27,46.94,Books,West,Debit Card,0,1
234,2982,2026-05-01,469.6,Books,West,Net Banking,0,0
235,2355,2024-08-26,,Software,East,Wallet,0,0
236,2664,2025-05-30,201.23,Food & Beverage,South,Wallet,5,0
237,2530,2026-01-06,196.56,Books,South,Debit Card,10,0
238,2372,2023-03-26,447.9,Books,East,Debit Card,10,0
239,2497,2025-11-19,72.16,Travel,West,Wallet,5,0
240,2255,2023-02-18,438.28,Electronics,West,Debit Card,5,1
241,1190,2026-03-14,176.47,Books,South,Credit Card,5,0
242,2249,2023-03-10,353.24,Electronics,North,Debit Card,0,0
243,2409,2025-12-17,1592.38,Health,South,Credit Card,10,0
244,2401,2024-11-27,77.64,Health,East,Debit Card,10,0
245,2307,2024-04-23,110.5,Travel,North,UPI,0,0
246,2982,2025-03-30,58.31,Health,North,UPI,15,0
247,1633,2026-04-09,572.93,Software,East,UPI,20,0
248,1628,2023-05-27,2049.98,Travel,Central,Credit Card,10,0
249,1973,2025-10-12,217.24,Travel,South,Credit Card,0,0
250,2769,2024-08-31,13.04,Home & Garden,West,Net Banking,0,0
251,2283,2024-03-21,31.2,Sports,South,Net Banking,0,0
252,2383,2023-08-09,361.95,Sports,East,Debit Card,0,0
253,1710,2023-04-05,22.8,Electronics,West,Credit Card,0,0
254,2480,2023-09-19,43.79,Food & Beverage,Central,UPI,10,0
255,2435,2025-06-15,41.98,Apparel,East,UPI,5,0
256,1649,2025-12-30,82.06,Software,South,UPI,15,0
257,1318,2023-08-07,122.49,Electronics,North,Debit Card,0,0
258,2701,2023-04-02,9.32,Electronics,East,Credit Card,0,0
259,2249,2023-05-07,14.4,Food & Beverage,East,Debit Card,0,0
260,2843,2023-03-21,14.82,Electronics,South,Wallet,5,0
261,2258,2026-06-15,17.1,Home & Garden,Central,Wallet,5,0
262,1684,2025-09-09,91.76,Apparel,South,Net Banking,0,0
263,1664,2025-07-04,113.69,Software,South,Credit Card,0,0
264,2999,2024-04-30,303.63,Books,Central,UPI,0,0
265,2851,2024-11-24,175.2,Food & Beverage,Central,Credit Card,15,0
266,2398,2023-01-25,44.76,Apparel,East,Net Banking,15,0
267,2696,2023-06-05,118.62,Travel,North,UPI,10,0
268,2632,2024-09-23,318.96,Food & Beverage,South,Debit Card,20,0
269,2496,2025-12-16,68.52,Travel,North,UPI,20,0
270,2257,2023-01-19,62.02,Travel,Central,Wallet,0,0
271,2716,2026-05-01,28.96,Electronics,Central,Debit Card,5,0
272,2137,2023-08-25,34.27,Health,South,UPI,0,0
273,2854,2023-10-04,204.93,Apparel,East,Debit Card,0,0
274,2521,2026-06-04,89.6,Travel,South,Wallet,10,0
275,1442,2025-01-14,943.95,Apparel,East,Wallet,10,0
276,1564,2024-07-05,39.96,Sports,West,Credit Card,0,0
277,2292,2026-03-22,,Apparel,East,Wallet,15,0
278,2534,2024-09-30,143.12,Health,South,Wallet,15,1
279,2831,2023-08-25,80.86,Books,South,Wallet,0,0
280,2410,2025-09-24,53.38,Software,East,Net Banking,10,0
281,2411,2023-02-24,184.96,Books,North,Wallet,25,0
282,2137,2024-11-14,172.64,Travel,East,Credit Card,0,0
283,2637,2023-04-19,114.71,Apparel,West,Debit Card,0,1
284,2649,2026-04-22,150.02,Home & Garden,West,Net Banking,15,0
285,1952,2026-05-06,94.05,Food & Beverage,North,Debit Card,0,0
286,2105,2024-01-08,12.56,Health,West,Debit Card,30,0
287,1699,2025-08-30,99.61,Travel,South,Credit Card,10,0
288,1113,2023-07-20,65.22,Home & Garden,North,Net Banking,5,0
289,1002,2025-04-28,930.29,Health,North,UPI,0,0
290,1642,2024-05-23,192.49,Travel,North,Wallet,0,0
291,1220,2023-10-02,114.64,Food & Beverage,East,Debit Card,10,0
292,2590,2023-07-30,,Sports,East,Debit Card,10,0
293,1855,2024-05-18,26.37,Food & Beverage,North,Credit Card,0,0
294,2760,2026-02-15,43.31,Software,West,Credit Card,25,0
295,2249,2024-12-03,60.23,Home & Garden,South,Credit Card,15,0
296,1385,2023-02-11,143.47,Apparel,South,Net Banking,0,0
297,2427,2023-11-11,53.43,Books,East,Wallet,25,1
298,2662,2025-02-26,49.32,Health,Central,Net Banking,15,0
299,2154,2023-11-25,24.99,Home & Garden,North,Credit Card,20,0
300,2077,2025-11-06,92.77,Books,Central,Credit Card,0,0
301,2708,2023-10-10,109.8,Sports,South,Debit Card,0,0
302,1730,2025-07-31,150.54,Health,East,Net Banking,5,0
303,2696,2023-09-15,-88.645,Apparel,East,Net Banking,5,0
304,2734,2024-07-28,140.46,Health,East,Wallet,20,0
305,2440,2024-07-27,25.83,Apparel,East,Net Banking,0,0
306,1247,2024-09-03,69.21,Home & Garden,East,Wallet,0,1
307,1836,2025-11-08,129.27,Books,North,UPI,5,1
308,2463,2025-04-16,65.99,Health,Central,Wallet,0,0
309,1203,2024-02-27,13.82,Food & Beverage,South,Credit Card,0,0
310,2208,2025-01-27,15.94,Health,South,UPI,0,0
311,1123,2025-02-01,117.34,Food & Beverage,East,Debit Card,0,0
312,1401,2026-01-09,180.47,Electronics,East,Debit Card,0,0
313,1767,2024-02-28,135.26,Books,East,Debit Card,20,0
314,1294,2024-03-04,185.77,Electronics,West,Credit Card,15,1
315,1280,2023-07-23,64.29,Health,South,Debit Card,5,0
316,2861,2023-07-15,218.36,Sports,East,Wallet,5,0
317,1884,2024-12-28,134.73,Books,Central,Credit Card,5,0
318,2634,2023-10-12,41.79,Electronics,West,Net Banking,20,0
319,1198,2023-07-15,,Travel,North,Credit Card,15,1
320,1982,2023-11-03,128.41,Sports,West,Credit Card,0,0
321,2931,2023-01-14,669.81,Home & Garden,West,Net Banking,25,0
322,2535,2026-03-15,471.15,Electronics,West,Wallet,15,0
323,1752,2025-12-16,80.58,Sports,Central,UPI,0,0
324,1144,2024-12-23,54.53,Home & Garden,South,Net Banking,5,0
325,1609,2025-02-18,584.6,Travel,East,Credit Card,10,0
326,2225,2026-05-18,,Software,Central,Debit Card,0,0
327,2148,2024-06-12,73.04,Books,Central,Net Banking,0,0
328,1187,2025-03-08,8.27,Software,East,Net Banking,10,0
329,2350,2023-12-10,36.36,Electronics,West,UPI,20,0
330,1464,2023-07-28,33.45,Health,North,Credit Card,30,0
331,2373,2024-10-02,75.52,Health,West,Debit Card,0,0
332,2795,2023-09-09,189.09,Food & Beverage,West,Debit Card,10,0
333,1660,2023-09-28,227.13,Sports,South,UPI,20,0
334,1764,2025-07-08,544.6,Software,West,Debit Card,15,0
335,1955,2024-02-23,275.25,Home & Garden,North,Wallet,10,0
336,2956,2025-03-05,18.91,Electronics,Central,Net Banking,0,0
337,1403,2026-05-19,309.83,Apparel,West,Net Banking,20,0
338,2370,2026-01-04,720.53,Home & Garden,Central,Debit Card,10,0
339,2987,2024-12-25,678.97,Apparel,South,Debit Card,0,0
340,2535,2024-03-08,21.0,Food & Beverage,North,Debit Card,25,0
341,1147,2023-04-19,71.57,Health,East,Net Banking,30,0
342,2172,2024-10-02,285.19,Books,East,Debit Card,5,0
343,1864,2025-12-06,22.42,Books,South,Wallet,15,0
344,2735,2024-01-14,11.36,Health,North,Wallet,10,0
345,2844,2026-01-24,131.2,Food & Beverage,Central,Net Banking,5,0
346,1489,2025-08-15,40.02,Travel,South,Credit Card,5,0
347,1929,2023-04-13,12.71,Software,West,Credit Card,30,0
348,2960,2025-06-10,393.64,Apparel,Central,Credit Card,0,0
349,2664,2025-05-03,109.64,Apparel,West,Wallet,5,0
350,1551,2026-03-15,48.19,Electronics,West,UPI,0,0
351,1338,2025-11-16,28.32,Health,Central,Credit Card,0,1
352,1872,2024-06-13,110.99,Sports,West,UPI,0,0
353,1641,2024-11-09,167.08,Software,East,Net Banking,25,0
354,2803,2025-09-15,133.1,Food & Beverage,Central,Wallet,0,0
355,2977,2026-01-10,14.55,Health,South,Credit Card,10,0
356,1473,2024-03-03,159.53,Health,East,Wallet,5,0
357,2970,2025-04-01,207.13,Travel,South,Net Banking,10,0
358,1151,2026-03-31,59.62,Sports,North,Wallet,20,0
359,2439,2025-07-20,313.42,Home & Garden,South,Debit Card,25,0
360,2322,2025-11-27,32.39,Home & Garden,Central,Credit Card,0,0
361,2635,2024-05-25,423.56,Travel,South,Wallet,20,0
362,1263,2024-01-28,105.51,Home & Garden,North,Wallet,5,0
363,2788,2024-12-13,49.63,Travel,West,Wallet,25,0
364,1144,2024-05-08,61.43,Apparel,Central,Net Banking,25,0
365,1346,2026-05-08,298.61,Books,East,Credit Card,0,0
366,1624,2026-04-17,119.66,Books,East,Credit Card,10,0
367,2017,2024-06-30,195.21,Health,South,Debit Card,20,0
368,2596,2024-08-16,326.88,Books,East,Debit Card,0,1
369,1881,2024-01-24,47.89,Software,North,Wallet,0,0
370,1002,2023-06-07,104.87,Home & Garden,East,Credit Card,0,0
371,1897,2025-10-24,68.76,Software,South,Credit Card,0,0
372,2328,2023-06-16,305.05,Electronics,East,Wallet,20,1
373,1254,2025-08-17,56.89,Home & Garden,West,UPI,0,0
374,2676,2024-02-13,95.34,Sports,West,Credit Card,20,0
375,1453,2026-05-12,1414.98,Food & Beverage,East,Wallet,5,0
376,2061,2023-07-13,420.79,Travel,Central,Wallet,10,0
377,2184,2023-08-23,25.99,Health,East,UPI,20,1
378,2015,2024-12-18,265.7,Travel,West,Debit Card,0,0
379,1009,2026-03-19,205.72,Food & Beverage,West,Wallet,0,0
380,2257,2026-03-28,24.03,Food & Beverage,North,Credit Card,0,0
381,2123,2025-03-26,78.88,Food & Beverage,South,Debit Card,0,0
382,2683,2024-02-08,28.87,Home & Garden,North,Debit Card,10,0
383,1816,2025-06-11,5.1,Sports,Central,Debit Card,0,1
384,1208,2024-11-08,75.55,Food & Beverage,South,Wallet,20,0
385,2155,2023-03-09,49.04,Health,East,Credit Card,20,0
386,1404,2023-03-29,24.02,Home & Garden,East,UPI,0,0
387,1152,2023-08-05,88.99,Sports,Central,Net Banking,0,0
388,1054,2023-01-01,7.07,Food & Beverage,West,Net Banking,5,0
389,2144,2026-03-04,94.59,Electronics,East,Debit Card,20,0
390,2697,2023-05-20,91.7,Health,North,Net Banking,10,0
391,2944,2024-09-09,203.26,Electronics,West,Net Banking,0,0
392,1628,2023-05-13,13.15,Software,East,Wallet,0,1
393,1587,2023-06-27,1172.99,Software,West,UPI,0,0
394,2649,2025-03-20,740.23,Software,South,Net Banking,0,0
395,2992,2024-01-15,35.59,Sports,East,UPI,5,0
396,2444,2025-06-26,518.89,Apparel,East,Net Banking,20,0
397,2446,2024-10-19,251.76,Health,West,Debit Card,0,0
398,1104,2024-03-25,53.13,Sports,South,Debit Card,0,0
399,2876,2024-08-08,-88.645,Books,North,UPI,20,0
400,1254,2024-04-07,47.59,Electronics,South,UPI,25,0
401,2251,2025-09-16,2674.83,Food & Beverage,North,UPI,10,1
402,2136,2026-02-05,460.42,Health,Central,UPI,15,0
403,1510,2023-05-02,70.57,Home & Garden,South,Credit Card,0,0
404,2497,2023-01-17,78.28,Apparel,North,Debit Card,25,1
405,1099,2026-05-04,248.87,Health,West,Net Banking,25,0
406,1153,2023-11-23,236.13,Electronics,North,Credit Card,20,0
407,2885,2023-11-14,28.55,Apparel,Central,UPI,0,0
408,1914,2025-03-19,128.64,Home & Garden,North,Net Banking,5,0
409,2920,2026-06-29,46.38,Sports,South,Debit Card,0,0
410,1878,2024-05-17,108.05,Books,North,UPI,10,0
411,1338,2023-04-29,84.98,Sports,South,Wallet,0,0
412,2730,2024-12-10,305.26,Home & Garden,Central,UPI,10,0
413,1822,2023-02-14,65.24,Electronics,North,Net Banking,0,0
414,2187,2023-11-10,103.75,Health,North,Debit Card,15,0
415,2744,2026-04-17,9.45,Food & Beverage,Central,UPI,15,0
416,1957,2024-02-22,132.74,Apparel,North,Debit Card,0,0
417,2705,2024-07-09,35.37,Apparel,South,Credit Card,15,0
418,1161,2026-01-06,14.58,Home & Garden,East,Wallet,0,0
419,2604,2023-11-22,348.95,Travel,East,Credit Card,0,0
420,1801,2024-05-29,85.62,Travel,South,Wallet,5,0
421,1398,2023-08-02,7.44,Travel,North,Credit Card,10,0
422,2301,2023-03-15,35.15,Health,South,Debit Card,0,0
423,1816,2024-05-23,90.56,Apparel,Central,Debit Card,0,0
424,2940,2023-11-28,93.85,Electronics,South,Credit Card,5,0
425,2528,2026-01-21,49.44,Food & Beverage,East,Net Banking,25,0
426,2920,2024-11-18,1.59,Travel,West,Credit Card,0,0
427,2416,2024-10-18,46.42,Electronics,Central,UPI,0,0
428,2159,2025-10-24,325.46,Home & Garden,North,Net Banking,10,0
429,2219,2026-03-07,484.38,Electronics,South,Debit Card,15,0
430,1401,2026-06-08,43.42,Software,Central,Credit Card,0,0
