record_id,value,category,created_at
202,4532.49,B,2026-01-07
203,2228.98,C,2025-10-30
204,1439.98,C,2023-06-27
205,9004.51,B,2023-08-25
206,3460.3,D,2025-12-02
207,447.43,A,2023-06-07
208,467.67,C,2026-06-14
209,1737.77,A,2024-12-02
210,191.01,D,2023-01-31
211,3558.33,A,2025-03-24
212,6484.48,A,2025-07-06
213,286.13,C,2023-11-30
214,4468.86,C,2026-04-25
215,193.26,C,2025-08-09
216,7054.64,C,2024-06-03
217,4466.55,B,2023-05-07
218,6085.24,C,2025-09-28
219,3203.66,A,2026-01-04
220,2549.95,D,2023-06-24
221,5803.55,C,2025-01-01
222,2964.79,A,2026-02-10
223,2257.28,A,2024-04-27
224,293.64,A,2025-11-13
225,1787.19,D,2023-03-09
226,8054.43,D,2025-01-02
227,9618.28,C,2024-08-24
228,791.94,B,2025-05-03
229,9994.34,B,2023-07-27
230,7300.24,D,2023-03-30
231,6574.64,D,2026-04-09
232,3685.89,A,2023-02-01
233,9634.17,C,2025-01-01
234,4728.4,C,2026-05-18
235,6187.11,B,2024-04-21
236,2598.25,D,2024-05-26
237,3469.82,B,2024-04-04
238,1440.13,C,2025-10-19
239,1272.14,B,2023-06-14
240,2810.75,B,2024-03-31
241,3182.7,D,2023-10-11
242,6804.59,C,2024-03-19
243,6303.08,A,2024-03-20
244,2090.38,A,2025-08-25
245,6873.05,D,2024-12-19
246,9076.57,D,2026-06-15
247,8713.26,C,2026-05-11
248,1129.72,D,2025-05-30
249,311.93,A,2023-08-24
250,7472.37,D,2025-09-30
251,1445.48,C,2025-03-05
252,7663.72,C,2025-11-26
253,3998.52,A,2024-05-05
254,4263.72,C,2024-02-11
255,8957.18,B,2024-01-22
256,7184.05,B,2026-04-02
257,6226.49,B,2024-11-27
258,6392.45,B,2024-08-27
259,8281.26,A,2024-11-17
260,9147.11,B,2025-11-04
261,3248.12,A,2023-12-04
262,8846.51,C,2024-06-07
263,7490.43,C,2023-04-02
264,1879.54,D,2023-01-02
265,2435.77,D,2025-10-14
266,5220.05,C,2025-11-14
267,6830.44,B,2024-08-18
268,603.4,B,2024-06-25
269,642.73,B,2026-04-19
270,1236.23,B,2024-03-26
271,9786.69,C,2025-02-04
272,5100.1,C,2024-06-14
273,5760.25,D,2024-02-29
274,508.42,C,2024-06-06
275,3889.49,D,2024-07-30
276,5195.55,C,2023-04-23
277,2347.75,B,2025-09-16
278,4654.48,A,2025-08-03
279,2841.66,A,2025-06-30
280,3492.82,D,2024-05-11
281,5159.31,A,2023-05-24
282,9805.13,D,2024-10-07
283,3509.59,C,2024-11-22
284,7783.44,C,2024-07-30
285,1386.68,A,2023-10-18
286,1286.83,D,2026-02-11
287,504.19,A,2026-01-23
288,1943.01,C,2024-05-31
289,317.91,D,2025-03-20
290,2720.19,C,2025-08-29
291,3115.65,B,2023-03-22
292,9623.93,B,2025-11-17
293,2715.21,D,2023-06-11
294,4813.12,D,2024-12-10
295,5292.39,B,2026-04-20
296,6248.27,C,2026-06-14
297,8701.29,A,2023-05-04
298,770.51,B,2024-08-23
299,5501.5,D,2023-10-15
300,4148.24,C,2024-12-06
301,3758.75,A,2025-09-10
302,7402.72,D,2023-03-29
303,1297.05,B,2024-08-25
304,3036.37,B,2026-04-06
305,6389.96,C,2025-01-28
306,4625.03,B,2023-10-04
307,6477.48,C,2024-05-05
308,586.32,C,2024-08-05
309,6642.49,B,2023-08-23
310,9516.58,A,2025-12-14
311,2350.55,A,2023-06-21
312,4441.57,A,2023-04-04
313,4178.33,B,2025-11-10
314,3829.61,D,2025-04-26
315,9538.11,C,2023-01-08
316,4734.93,D,2026-06-04
317,4628.2,B,2025-04-23
318,1807.25,C,2024-04-07
319,906.76,A,2026-02-20
320,3918.99,B,2024-10-23
321,4992.56,C,2026-05-02
322,2870.68,A,2026-03-19
323,9193.26,A,2026-02-07
324,138.32,A,2024-05-24
325,6887.38,B,2024-04-07
326,3899.03,D,2025-07-08
327,8647.07,C,2023-04-03
328,4314.4,C,2025-03-23
329,1922.36,A,2024-11-05
330,618.01,B,2023-02-18
331,1011.62,D,2026-06-29
332,1040.86,B,2025-11-16
333,6364.8,C,2023-12-17
334,4243.48,B,2025-03-14
335,8516.55,C,2023-01-17
336,7403.01,A,2025-07-27
337,6803.2,C,2024-10-13
338,9219.04,C,2023-06-25
339,9665.26,A,2024-08-25
340,1345.24,A,2024-03-11
341,2659.33,B,2025-03-25
342,6962.58,C,2024-01-30
343,7307.67,A,2025-05-12
344,389.35,A,2024-10-02
345,5407.9,A,2024-02-29
346,9612.63,B,2025-07-01
347,7487.43,B,2025-07-20
348,132.1,D,2026-01-21
349,395.51,C,2025-08-09
350,3127.22,C,2023-10-05
351,5584.81,D,2026-03-27
352,4865.71,B,2025-07-13
353,8484.94,B,2025-07-01
354,7241.12,D,2025-08-09
355,7536.1,D,2025-01-28
356,133.86,B,2026-03-16
357,5298.7,C,2025-04-30
358,267.73,B,2024-10-25
359,2660.99,D,2023-02-08
360,4275.23,C,2025-01-15
361,8146.85,C,2025-08-28
362,3539.99,B,2025-02-24
363,7525.73,C,2026-05-06
364,2775.77,D,2023-07-19
365,8950.49,B,2024-04-08
366,6608.67,C,2026-04-22
367,9978.44,A,2025-02-12
368,579.68,D,2025-09-21
369,136.84,A,2023-10-22
370,6914.22,B,2025-09-13
371,475.22,C,2024-09-02
372,2218.53,D,2025-02-18
373,8173.38,B,2024-08-22
374,5774.19,C,2026-05-07
375,689.87,A,2024-07-03
376,4861.07,C,2024-02-28
377,7510.61,C,2024-09-21
378,7214.89,B,2026-05-08
379,6791.65,A,2025-01-25
380,3581.56,A,2024-08-11
381,9524.53,C,2023-06-30
382,5353.73,A,2023-02-01
383,7136.83,C,2025-03-05
384,5708.95,B,2025-09-04
385,5066.33,C,2024-08-17
386,5866.18,B,2023-05-29
387,6459.31,C,2023-03-26
388,8043.75,A,2023-04-26
389,9691.08,D,2024-11-26
390,7220.17,C,2025-01-21
391,1337.18,A,2023-08-24
392,6407.73,B,2024-09-07
393,8065.15,B,2025-06-12
394,7897.99,B,2025-01-22
395,8247.91,D,2023-10-13
396,9577.31,B,2024-01-09
397,8869.74,C,2025-12-07
398,7396.49,D,2026-05-05
399,7589.15,A,2023-04-20
400,7069.37,A,2023-09-29
401,2581.7,D,2024-03-31
402,5817.47,A,2025-03-25
403,869.38,A,2023-11-25
404,3942.96,B,2023-12-07
405,3587.35,D,2025-04-06
406,4759.4,C,2025-10-24
407,6064.1,D,2026-04-10
408,3830.74,A,2025-02-20
409,328.23,D,2023-04-07
410,7634.99,D,2023-09-30
411,7987.44,B,2025-06-29
412,699.61,C,2023-08-09
413,1201.77,B,2024-04-19
414,3545.77,A,2026-01-19
415,8173.79,A,2025-08-23
416,9183.75,D,2026-05-26
417,5145.31,C,2024-08-26
418,8064.61,D,2024-03-21
419,3024.14,A,2023-02-28
420,8493.29,C,2024-07-18
421,8060.99,C,2026-02-16
422,4547.85,B,2023-10-13
423,8748.61,B,2024-12-07
424,4393.57,D,2025-02-05
425,4318.95,B,2026-01-24
426,7844.14,C,2023-07-10
427,9765.29,C,2025-01-25
428,1793.48,B,2026-05-30
429,7441.09,D,2025-03-23
430,6264.12,D,2023-02-20
431,3113.52,A,2026-03-26
432,9495.0,A,2026-04-10
433,6254.7,B,2023-10-07
434,457.62,C,2024-10-17
435,5573.48,D,2024-03-16
436,7411.87,B,2026-01-29
437,6684.94,B,2023-08-02
438,8973.52,A,2024-11-10
439,870.87,C,2026-04-03
440,4955.83,C,2023-03-15
441,1614.1,C,2023-11-13
442,898.93,B,2023-01-21
443,4991.6,B,2023-03-04
444,4839.46,C,2023-04-03
445,2481.49,A,2024-07-23
446,9856.88,B,2024-09-10
447,8415.06,D,2023-11-18
448,8083.34,D,2025-07-06
449,558.6,B,2026-03-04
450,4034.32,B,2026-01-04
451,688.24,C,2026-06-17
452,743.0,B,2024-01-31
453,1851.62,B,2024-08-12
454,5907.63,C,2024-05-25
455,123.33,C,2026-03-14
456,4858.18,A,2023-08-16
457,9499.54,A,2026-06-15
458,9645.08,C,2024-05-12
459,4890.11,D,2025-11-07
460,1496.87,C,2025-10-20
461,298.29,D,2024-01-14
462,3296.99,B,2025-01-29
463,6339.57,C,2026-01-20
464,8103.22,D,2024-01-18
465,9836.34,C,2023-12-22
466,5176.18,B,2025-10-28
467,5263.91,B,2024-12-25
468,1610.76,B,2024-04-12
469,4114.36,B,2023-01-08
470,9269.89,B,2026-06-01
471,2285.06,A,2023-10-12
472,4817.21,D,2026-02-14
473,5488.98,A,2026-02-02
474,7716.9,A,2025-11-02
475,3774.21,D,2025-11-26
476,6917.81,A,2024-10-15
477,1316.95,B,2025-06-23
478,693.61,D,2025-03-08
479,5635.1,C,2024-10-03
480,3280.9,A,2025-09-01
481,5923.07,D,2025-10-01
482,8739.87,A,2024-11-30
483,3828.88,A,2024-05-09
484,9080.63,C,2025-08-08
485,1546.14,C,2024-01-02
486,9151.04,D,2025-11-18
487,7787.52,D,2025-04-04
488,9831.65,A,2025-12-09
489,7327.67,B,2026-05-08
490,505.97,A,2024-05-25
491,8465.19,B,2025-12-08
492,502.64,C,2026-05-27
493,9946.01,D,2024-02-15
494,4751.55,A,2025-06-18
495,8832.45,B,2024-06-24
496,8024.5,C,2025-01-26
497,6188.21,B,2024-06-26
498,4669.85,D,2025-01-25
499,3685.52,B,2023-05-26
500,4623.81,C,2026-06-22
501,4411.85,C,2023-07-29
502,380.49,A,2023-09-30
503,3809.55,B,2026-01-18
504,2094.15,B,2025-02-03
505,3532.1,C,2025-11-18
506,4829.1,A,2025-08-21
507,5149.35,A,2023-10-16
508,3349.24,B,2025-03-08
509,3155.75,D,2023-04-26
510,4886.92,B,2025-04-11
511,2968.84,D,2026-01-13
512,7844.0,C,2024-07-24
513,636.58,A,2026-03-16
514,9376.7,B,2025-06-16
515,6015.67,C,2023-12-27
516,8652.61,B,2025-12-10
517,8082.05,C,2024-01-24
518,5604.92,A,2025-11-17
519,6841.21,D,2026-05-25
520,9928.32,A,2026-03-14
521,1609.58,D,2025-03-29
522,1339.7,A,2025-09-18
523,5183.39,B,2023-11-08
524,8844.49,B,2026-05-27
525,3193.72,B,2026-01-13
526,1760.22,A,2024-07-08
527,7579.24,A,2026-01-06
528,5282.54,C,2024-05-27
529,4672.57,D,2023-03-07
530,1698.94,D,2025-07-15
531,1852.52,C,2023-03-19
532,6370.13,C,2023-08-18
533,4484.69,D,2026-01-27
534,812.21,A,2023-04-19
535,3630.64,C,2024-12-03
536,2887.48,C,2024-08-10
537,362.17,C,2024-12-09
538,5491.7,D,2023-02-08
539,5335.27,C,2025-10-21
540,3182.72,A,2025-02-20
541,513.61,B,2025-10-10
542,4214.82,C,2025-06-09
543,7395.42,B,2023-06-06
544,4719.95,D,2026-03-22
545,3260.5,B,2024-04-07
546,8473.44,A,2023-09-26
547,9466.98,B,2023-02-26
548,9434.56,C,2025-04-14
549,7298.52,C,2024-09-10
550,456.12,B,2025-07-18
551,6890.04,C,2024-02-02
552,5109.86,B,2025-12-11
553,7139.75,C,2026-01-25
554,1987.44,B,2023-12-02
555,3281.41,A,2025-06-09
556,4202.9,A,2024-07-15
557,3618.85,D,2025-08-07
558,4850.45,B,2025-05-09
559,3875.39,A,2024-01-30
560,4382.61,D,2025-05-08
561,304.19,B,2023-07-16
562,1211.2,C,2024-08-28
563,3293.25,B,2023-03-01
564,8381.66,C,2023-04-27
565,1211.36,A,2025-03-05
566,5902.15,D,2024-12-01
567,1756.46,C,2023-08-01
568,8323.37,D,2025-04-25
569,5979.85,D,2026-04-06
570,3726.48,D,2024-07-03
571,541.0,D,2023-07-22
572,1822.67,D,2025-07-20
573,8622.08,C,2023-05-10
574,5829.16,D,2024-07-04
575,3429.4,C,2023-07-26
576,4001.9,D,2023-06-01
577,4843.65,D,2023-12-10
578,8421.31,A,2024-04-03
579,3516.27,C,2025-04-07
580,3184.0,B,2024-10-13
581,6799.02,D,2023-04-06
582,9104.39,D,2024-12-02
583,3873.95,D,2024-04-28
584,6021.1,A,2024-11-12
585,5162.63,A,2024-08-26
586,4903.66,B,2025-04-23
587,2122.61,A,2024-04-25
588,4038.38,B,2023-10-08
589,8713.47,D,2024-05-09
590,5615.79,B,2024-08-24
591,2227.08,D,2023-03-19
592,2320.04,C,2024-07-15
593,325.75,A,2024-04-30
594,9223.79,A,2026-05-02
595,6600.86,D,2026-01-23
596,5341.07,D,2025-04-29
597,6689.55,B,2023-07-24
598,4487.74,B,2023-11-17
599,5736.46,B,2025-10-01
600,1773.73,A,2026-01-04
601,950.72,A,2025-11-17
602,5101.41,D,2024-12-23
603,245.3,C,2023-10-06
604,1991.9,D,2023-01-26
605,8555.76,D,2023-10-13
606,7442.73,A,2024-10-29
607,5101.69,B,2023-06-26
608,7499.87,A,2025-11-09
609,2021.57,D,2025-05-25
610,3870.73,A,2024-08-12
611,8339.93,D,2023-08-23
612,5191.7,D,2024-08-27
613,5338.94,D,2026-05-09
614,9425.33,A,2025-10-18
615,726.08,A,2024-01-18
616,4746.36,D,2023-07-18
617,3749.05,B,2023-08-09
618,4873.34,B,2026-02-28
619,2206.27,A,2023-07-05
620,3300.13,A,2025-08-01
621,3298.91,B,2025-01-06
622,2895.89,C,2024-07-17
623,4156.99,A,2024-09-26
624,9329.74,C,2023-09-08
625,7653.08,A,2024-06-10
626,2112.48,C,2023-05-10
627,7699.27,A,2024-02-23
628,2833.41,B,2023-08-27
629,9829.81,A,2026-03-28
630,4781.77,B,2025-07-26
631,3816.13,A,2025-05-10
632,8807.59,B,2025-10-15
633,3783.72,B,2025-10-10
634,4164.88,A,2024-09-18
635,876.63,B,2026-04-02
636,8811.59,B,2024-07-14
637,8585.51,B,2025-02-09
638,3640.98,D,2025-10-30
639,1027.01,C,2025-12-03
640,8122.96,C,2025-02-11
641,93.76,B,2025-11-05
642,9705.31,C,2023-05-24
643,4426.13,D,2025-03-29
644,9996.29,A,2025-10-23
645,796.32,D,2025-08-05
646,2524.22,D,2025-07-10
647,654.69,D,2024-02-20
648,9455.95,B,2024-05-13
649,8956.29,B,2025-01-27
650,8341.86,A,2024-10-26
651,6027.13,C,2025-02-18
652,3569.81,C,2025-11-29
653,2205.76,D,2023-05-04
654,2090.98,C,2024-07-31
655,6564.28,A,2024-09-28
656,8587.81,D,2023-05-20
657,6816.47,B,2025-12-18
658,223.11,B,2025-07-20
659,9875.21,A,2025-05-07
660,8811.95,B,2024-09-27
661,6172.12,A,2025-11-28
662,9792.61,B,2023-04-17
663,8742.48,A,2025-08-05
664,991.15,A,2026-04-09
665,8197.04,A,2025-02-01
666,8260.92,D,2024-08-04
667,9249.81,C,2024-10-18
668,2414.45,A,2025-09-02
669,9140.12,B,2025-06-21
670,3875.68,B,2025-07-01
671,8750.4,D,2025-05-20
672,9726.39,B,2023-06-21
673,6096.15,D,2025-10-07
674,4769.79,A,2024-08-04
675,8375.37,D,2024-03-15
676,8160.83,A,2025-03-22
677,3163.19,C,2025-09-20
678,9267.05,B,2023-02-14
679,3632.57,A,2024-11-02
680,3488.97,B,2024-10-06
681,2056.95,C,2024-09-12
682,6849.61,D,2023-08-18
683,4506.82,A,2024-06-17
684,8428.49,A,2023-07-07
685,9023.02,A,2024-12-03
686,3695.19,B,2023-03-04
687,918.56,B,2025-05-01
688,128.32,C,2025-10-19
689,4912.06,B,2026-03-06
690,6144.9,A,2025-11-22
691,1638.18,D,2024-02-27
692,7305.03,B,2023-03-20
693,8182.01,A,2023-06-26
694,6959.81,A,2023-05-22
695,5361.45,A,2024-09-07
696,3194.32,C,2024-01-11
697,9116.64,D,2024-02-16
698,5468.87,A,2024-05-10
699,6756.73,D,2024-12-03
700,5000.63,D,2025-06-20
701,7547.2,C,2025-10-26
702,3081.99,A,2023-04-13
703,7265.04,B,2023-09-12
704,5959.37,C,2024-01-08
705,429.92,C,2024-12-16
706,3207.41,B,2023-08-11
707,8844.72,D,2025-02-21
708,5040.81,C,2026-04-20
709,7688.76,B,2023-08-22
710,706.81,D,2024-04-30
711,4591.41,D,2026-01-29
712,9848.01,B,2023-04-25
713,2458.31,D,2025-06-08
714,1056.43,A,2023-06-29
715,2477.08,C,2024-06-09
716,9018.45,C,2025-11-13
717,8637.01,D,2025-09-30
718,8930.32,A,2024-05-10
719,617.25,B,2025-08-10
720,5884.53,A,2024-03-20
721,9784.77,B,2025-03-19
722,184.73,D,2024-04-17
723,8634.74,A,2024-09-12
724,7485.05,C,2025-03-10
725,2419.83,D,2023-11-26
726,7108.17,B,2025-12-05
727,9771.2,B,2023-03-16
728,2726.28,A,2024-04-01
729,7759.71,D,2023-09-04
730,5276.22,B,2025-02-23
731,7528.31,A,2024-06-06
732,8606.17,C,2024-07-22
733,2583.81,B,2023-12-23
734,6136.35,B,2024-12-26
735,5402.61,B,2023-06-27
736,7504.25,D,2023-07-28
737,2745.85,A,2024-02-19
738,7100.51,A,2024-02-13
739,9442.77,C,2023-07-02
740,2174.63,C,2025-05-05
741,5716.94,A,2023-12-03
742,3751.92,D,2025-02-10
743,9803.89,A,2024-03-15
744,7713.0,B,2023-11-08
745,4838.03,C,2025-09-28
746,3694.94,A,2026-04-11
747,8284.96,D,2023-01-02
748,4677.15,A,2024-05-01
749,1102.53,B,2024-03-16
750,7404.58,B,2023-01-07
751,4252.21,C,2024-09-17
752,9245.97,D,2023-08-01
753,1104.7,A,2023-04-14
754,2901.42,A,2025-09-28
755,1072.92,D,2025-01-07
756,5440.7,B,2024-09-11
757,6178.29,D,2025-10-22
758,5367.21,B,2023-08-15
759,1238.74,D,2026-02-20
760,3845.39,C,2023-05-10
761,3713.86,A,2025-05-16
762,2820.37,A,2024-07-17
763,9706.32,B,2024-01-27
764,9247.06,B,2025-09-05
765,7354.51,D,2026-03-09
766,384.05,A,2025-10-27
767,5036.32,B,2025-03-13
768,4281.44,A,2025-09-26
769,5881.25,A,2023-04-13
770,7072.17,A,2026-06-04
771,8006.22,D,2025-03-13
772,2421.56,A,2023-06-22
773,2584.22,D,2023-05-04
774,816.85,D,2025-02-13
775,2047.81,C,2025-02-07
776,8104.97,D,2024-05-16
777,2746.2,C,2024-12-22
778,5918.5,A,2024-05-11
779,7849.37,B,2024-06-22
780,1537.62,A,2025-07-27
781,8885.29,D,2026-03-06
782,2033.0,B,2026-04-30
783,3874.06,C,2025-03-12
784,7468.46,C,2024-01-24
785,8182.22,C,2026-02-14
786,3195.54,C,2023-05-08
787,5657.33,C,2023-04-26
788,7199.18,C,2024-06-23
789,3666.61,A,2023-02-08
790,6555.22,A,2023-03-29
791,5423.7,C,2023-02-25
792,2876.98,A,2025-08-03
793,2314.29,B,2023-11-02
794,7098.53,C,2025-02-16
795,5444.77,B,2025-10-08
796,3223.49,C,2023-11-23
797,2293.96,D,2026-05-17
798,3482.88,C,2024-10-20
799,1221.51,C,2025-04-10
800,5158.45,D,2026-04-09
801,5749.82,A,2023-04-27
802,4412.21,A,2024-11-14
803,5421.47,D,2024-09-24
804,6551.73,C,2024-09-13
805,4889.69,A,2023-08-31
806,1903.75,B,2026-06-25
807,7129.77,B,2025-03-20
808,7779.48,C,2025-10-17
809,3442.22,B,2025-09-04
810,7982.22,D,2023-08-29
811,5566.97,C,2024-03-22
812,4374.28,A,2026-03-31
813,9969.25,D,2024-09-16
814,9231.41,D,2025-04-07
815,2366.16,D,2025-09-11
816,9609.64,B,2023-09-12
817,7219.57,A,2023-11-29
818,964.95,A,2024-07-01
819,1544.33,D,2025-03-14
820,8954.46,D,2025-10-30
821,2831.92,A,2024-04-05
822,1563.3,C,2023-01-14
823,7907.92,B,2024-07-09
824,4550.02,B,2024-01-12
825,2534.39,B,2023-10-09
826,4036.87,B,2025-02-05
827,4883.82,B,2026-04-10
828,7986.34,D,2023-08-30
829,2602.53,D,2023-12-17
830,3715.11,A,2023-08-06
831,1111.72,C,2023-03-15
832,2527.29,B,2025-02-05
833,1632.02,C,2026-01-13
834,3822.66,D,2024-04-04
835,7425.02,A,2023-10-06
836,3569.15,D,2024-04-24
837,9014.15,D,2023-03-24
838,7299.25,D,2025-08-14
839,6025.27,D,2024-05-06
840,8511.89,C,2025-11-27
841,3894.54,A,2023-11-07
842,4651.19,C,2023-12-25
843,642.03,B,2025-05-01
844,3372.42,C,2025-09-18
845,995.5,A,2025-07-14
846,6758.52,B,2023-04-01
847,4646.7,D,2024-05-31
848,9465.41,B,2023-06-06
849,3897.67,B,2024-12-27
850,8889.22,A,2023-11-23
851,9376.52,D,2023-07-13
852,2092.58,C,2025-02-19
853,685.92,B,2025-12-26
854,53.23,C,2025-11-21
855,6680.51,A,2026-01-31
856,7103.43,A,2023-02-16
857,5200.43,B,2024-11-17
858,2118.2,B,2024-08-17
859,9394.13,A,2026-03-27
860,9370.76,C,2024-11-17
861,5318.09,C,2024-08-06
862,2836.66,B,2023-07-24
863,1079.09,A,2025-12-31
864,3940.54,B,2023-04-05
865,9767.99,A,2024-01-15
866,3784.88,B,2023-04-21
867,4610.08,C,2025-08-02
868,2917.39,D,2024-02-19
869,1370.47,C,2024-12-27
870,9015.91,C,2026-04-26
871,4972.03,D,2025-03-13
872,7222.14,B,2025-09-19
873,7749.03,A,2026-04-26
874,5428.95,C,2026-05-21
875,1185.68,D,2024-08-03
876,3807.58,D,2023-05-24
877,7164.25,A,2023-07-05
878,1070.63,C,2024-10-26
879,9703.35,A,2024-06-03
