customer_id,age,revenue,transactions_count,signup_date,customer_segment,country,flag_churn
1057,22,1236.32,53,2022-12-14,SMB,UAE,0
1058,29,229.84,49,2025-08-12,B2C,Germany,1
1059,25,198.96,141,2022-01-01,SMB,France,0
1060,23,1720.33,190,2025-09-10,B2C,Japan,1
1061,41,79.0,36,2021-03-11,B2C,India,0
1062,18,170.85,180,2023-05-07,B2B,Singapore,0
1063,42,2789.04,41,2025-09-10,B2C,India,0
1064,62,6405.7,165,2022-03-25,SMB,USA,0
1065,64,2356.32,147,2021-09-18,Enterprise,USA,0
1066,28,210.16,122,2024-03-11,B2C,Australia,0
1067,79,1122.93,186,2021-10-23,B2C,Australia,0
1068,40,155.14,119,2026-01-18,Enterprise,Japan,1
1069,53,523.6,24,2025-12-12,SMB,UK,1
1070,57,346.07,63,2020-01-03,Enterprise,France,0
1071,24,2686.61,55,2023-08-20,B2C,USA,1
1072,44,605.75,123,2025-06-24,Enterprise,UK,0
1073,62,65.8,132,2020-03-20,B2C,Germany,0
1074,38,1111.14,25,2021-04-03,SMB,Australia,1
1075,22,461.44,61,2024-01-26,B2B,UAE,1
1076,50,431.27,31,2023-06-13,Enterprise,UK,0
1077,74,2704.63,149,2022-09-07,Enterprise,France,0
1078,33,723.03,94,2020-08-25,Enterprise,Japan,0
1079,28,166.88,5,2022-09-13,B2B,Singapore,0
1080,71,398.34,68,2026-05-12,SMB,UAE,0
1081,49,383.43,133,2020-11-18,SMB,Singapore,0
1082,67,572.55,144,2020-12-16,B2B,UAE,0
1083,41,300.85,91,2025-06-13,SMB,USA,0
1084,26,704.46,140,2020-10-10,B2C,Canada,0
1085,79,1030.57,193,2025-12-21,B2C,USA,0
1086,53,1190.4,121,2021-05-30,B2C,Canada,0
1087,24,868.95,194,2021-06-09,SMB,Japan,0
1088,45,751.53,171,2025-04-30,B2B,France,0
1089,77,1021.06,109,2026-03-01,Enterprise,Singapore,0
1090,40,2705.57,153,2021-11-07,Enterprise,UK,0
1091,56,118.76,98,2022-12-21,B2B,Japan,0
1092,30,394.64,174,2025-12-01,Enterprise,USA,0
1093,68,845.6,129,2024-09-29,Enterprise,Australia,0
1094,24,549.63,78,2022-05-17,B2B,Australia,0
1095,38,303.55,160,2026-01-17,B2C,Singapore,0
1096,77,83.68,189,2022-04-03,B2B,UAE,0
1097,77,1690.53,157,2023-06-30,B2B,Australia,0
1098,56,1332.95,48,2024-06-22,SMB,UK,0
1099,30,202.62,120,2024-03-09,Enterprise,Singapore,1
1100,53,4239.62,83,2024-11-29,SMB,UK,0
1101,29,781.44,94,2025-10-20,B2C,USA,1
1102,25,354.64,23,2025-01-23,SMB,India,0
1103,65,187.15,69,2021-05-10,SMB,Japan,0
1104,60,318.09,120,2022-10-12,B2C,France,0
1105,53,507.1,99,2022-07-09,SMB,UAE,0
1106,999,680.18,181,2020-09-19,Enterprise,USA,0
1107,78,844.04,71,2023-10-16,B2C,UAE,0
1108,64,909.08,128,2020-03-27,SMB,Singapore,0
1109,75,1268.01,87,2026-03-18,Enterprise,USA,0
1110,61,429.06,108,2022-07-31,Enterprise,Japan,0
1111,40,1037.43,154,2022-06-21,B2C,USA,0
1112,51,298.1,71,2020-01-30,B2B,Singapore,0
1113,72,801.42,21,2020-10-17,Enterprise,USA,0
1114,40,458.25,127,2020-08-29,B2B,Japan,1
1115,55,1060.79,60,2022-07-26,B2B,Canada,0
1116,46,333.07,55,2020-10-03,B2B,Australia,0
1117,67,225.58,125,2020-05-08,B2B,Canada,0
1118,41,556.48,107,2023-09-15,SMB,Canada,1
1119,39,448.9,111,2020-10-17,SMB,UAE,0
1120,29,705.58,68,2025-10-06,B2C,UAE,0
1121,33,303.41,88,2022-09-01,SMB,Germany,0
1122,18,246.42,95,2023-02-14,B2B,Japan,0
1123,68,238.83,12,2025-06-11,B2B,Australia,0
1124,0,159.88,108,2022-05-27,SMB,Singapore,0
1125,53,2749.19,136,2026-01-17,SMB,France,0
1126,59,491.27,17,2021-06-25,B2B,France,0
1127,59,1040.42,43,2026-05-27,SMB,UK,0
1128,41,4629.43,9,2026-06-18,B2B,France,0
1129,56,131.46,17,2025-04-20,Enterprise,Germany,0
1130,55,468.94,144,2022-09-22,Enterprise,UK,0
1131,49,2982.48,51,2025-04-21,B2B,France,0
1132,75,516.74,35,2024-07-25,B2C,Canada,0
1133,71,2258.36,52,2022-02-18,B2B,Canada,0
1134,49,45.82,77,2021-01-21,B2C,Japan,0
1135,78,550.07,12,2021-02-01,Enterprise,Canada,0
1136,29,80.3,115,2024-10-31,SMB,UK,0
1137,27,779.09,94,2023-12-22,B2C,Canada,0
1138,74,733.17,195,2024-09-30,SMB,India,0
1139,29,203.36,197,2024-08-10,SMB,Australia,1
1140,30,655.92,120,2025-03-27,Enterprise,UAE,0
1141,32,1378.91,141,2020-08-09,B2C,Australia,0
1142,77,1440.3,13,2021-02-07,SMB,Singapore,0
1143,79,1527.81,156,2020-09-05,Enterprise,Canada,0
1144,47,3851.18,121,2024-07-07,SMB,Australia,1
1145,70,2068.41,47,2023-10-21,B2B,Canada,0
1146,30,292.72,172,2021-03-23,B2B,Canada,0
1147,68,650.59,191,2022-10-15,B2B,Japan,0
1148,65,941.93,197,2022-02-23,SMB,France,1
1149,60,415.22,148,2022-02-18,B2C,UK,0
1150,18,373.28,92,2026-01-05,B2C,Japan,1
1151,35,1405.79,36,2025-01-11,SMB,Singapore,0
1152,56,174.99,45,2021-07-28,B2C,France,1
1153,29,334.38,125,2024-09-24,Enterprise,Germany,0
1154,67,2249.59,112,2022-01-21,Enterprise,UAE,0
1155,61,440.05,125,2023-02-14,SMB,India,0
1156,26,839.11,82,2025-03-09,B2B,Japan,1
1157,66,1250.65,185,2022-10-20,SMB,Germany,0
1158,21,1649.07,87,2020-11-04,Enterprise,Canada,0
1159,73,391.81,91,2024-12-20,B2C,Australia,0
1160,78,792.48,130,2026-03-04,B2C,USA,0
1161,44,231.07,42,2021-02-05,B2B,USA,0
1162,45,702.13,104,2020-07-26,Enterprise,Japan,0
1163,41,192.29,50,2026-01-23,B2C,UK,0
1164,78,529.76,31,2020-03-01,SMB,UK,0
1165,21,847.1,82,2021-01-17,Enterprise,Germany,0
1166,77,209.41,176,2022-08-26,B2C,Singapore,1
1167,79,1713.94,80,2021-11-12,B2B,Singapore,0
1168,45,312.38,154,2024-07-22,SMB,France,1
1169,69,299.14,25,2025-06-12,SMB,Germany,0
1170,37,199.7,35,2025-05-25,SMB,UAE,1
1171,46,1137.73,111,2022-05-25,B2B,Canada,0
1172,50,2152.38,73,2024-06-30,B2C,Canada,1
1173,47,504.93,34,2020-08-28,B2C,Japan,1
1174,20,148.85,173,2021-11-05,B2B,Canada,0
1175,36,206.21,23,2024-04-01,SMB,Singapore,0
1176,38,475.35,106,2020-01-09,Enterprise,UK,0
1177,-5,365.45,91,2024-05-18,Enterprise,UAE,0
1178,38,141.87,74,2022-12-22,B2B,Singapore,0
1179,37,854.45,16,2025-02-06,Enterprise,USA,1
1180,72,450.95,4,2023-03-14,Enterprise,France,0
1181,50,1357.34,182,2024-09-28,B2C,USA,0
1182,55,799.22,95,2026-03-26,B2B,India,0
1183,26,717.6,68,2025-06-16,B2B,India,1
1184,67,525.04,114,2021-09-26,B2C,France,0
1185,48,702.58,53,2022-02-16,B2C,Germany,0
1186,49,2970.77,142,2023-04-30,SMB,Singapore,0
1187,58,93.88,80,2022-06-10,B2B,France,1
1188,40,857.89,111,2020-08-27,Enterprise,Japan,0
1189,40,534.7,83,2026-06-30,Enterprise,Canada,0
1190,69,291.9,122,2026-01-29,SMB,Japan,0
1191,59,1190.54,131,2020-09-06,Enterprise,India,0
1192,33,406.31,42,2023-07-08,SMB,Australia,0
1193,38,168.62,195,2020-08-22,Enterprise,India,0
1194,29,246.58,178,2020-07-24,B2C,UK,0
1195,23,1089.49,20,2025-05-06,B2C,UK,1
1196,31,813.87,183,2025-08-21,B2B,USA,1
1197,39,146.27,194,2025-12-15,Enterprise,Japan,0
1198,48,110.85,53,2021-10-06,SMB,Germany,1
1199,57,444.2,154,2020-08-20,B2B,Singapore,1
1200,64,11.02,19,2025-09-11,B2C,Australia,0
1201,59,2945.55,117,2020-11-24,B2B,UAE,0
1202,45,550.92,124,2022-01-31,SMB,France,0
1203,22,1440.27,191,2020-10-07,Enterprise,UAE,0
1204,43,1504.21,117,2020-10-05,B2C,UAE,0
1205,69,245.89,114,2022-08-21,B2B,Singapore,0
1206,44,807.81,33,2024-07-11,B2B,Canada,0
1207,46,776.86,111,2021-05-06,B2C,UK,0
1208,33,573.15,98,2026-05-22,SMB,France,1
1209,73,201.06,28,2022-10-05,B2C,UK,0
1210,43,1433.08,48,2026-06-29,B2C,Singapore,0
1211,25,368.84,53,2020-06-11,B2C,India,0
1212,28,273.39,184,2020-12-01,SMB,Canada,0
1213,20,1694.23,177,2024-09-13,B2C,Australia,0
1214,19,377.8,63,2026-05-04,SMB,Japan,0
1215,18,507.33,142,2025-11-11,B2C,Singapore,0
1216,18,1025.75,115,2023-07-19,Enterprise,India,0
1217,37,839.1,157,2022-12-04,Enterprise,UAE,0
1218,59,172.27,53,2022-04-16,Enterprise,Australia,0
1219,48,152.58,26,2023-07-10,B2B,France,0
1220,67,957.08,123,2022-09-04,Enterprise,India,0
1221,33,757.14,161,2022-12-23,Enterprise,Japan,0
1222,68,539.67,197,2024-06-09,SMB,Singapore,0
1223,65,162.56,106,2021-06-20,Enterprise,USA,0
1224,20,669.79,194,2023-05-13,B2C,India,0
1225,56,847.42,73,2025-02-15,SMB,Australia,0
1226,23,41.12,19,2023-07-19,Enterprise,UK,0
1227,60,422.56,122,2020-10-24,Enterprise,India,0
1228,54,723.14,187,2020-02-08,SMB,Australia,0
1229,58,724.06,78,2025-02-20,B2B,Australia,1
1230,53,4580.2,131,2026-04-25,B2B,Germany,0
1231,29,1786.31,186,2021-02-13,SMB,Australia,0
1232,27,987.12,149,2020-10-27,B2B,India,0
1233,52,1681.16,46,2026-01-11,Enterprise,Singapore,0
1234,72,775.61,101,2022-05-23,B2B,Singapore,0
1235,56,1141.13,168,2025-09-03,SMB,Australia,1
1236,19,2252.51,70,2022-12-22,B2B,Singapore,0
1237,74,135.09,194,2021-06-26,SMB,India,0
1238,48,4510.68,57,2023-11-30,B2C,UK,1
1239,57,532.65,134,2020-10-08,SMB,France,0
1240,62,1763.14,119,2022-09-27,B2C,Canada,0
1241,32,1084.02,187,2024-02-22,B2C,Singapore,1
1242,50,992.74,39,2023-03-13,B2C,Canada,0
1243,19,2231.24,126,2021-10-08,Enterprise,Australia,0
1244,44,798.38,69,2024-11-29,B2B,USA,0
1245,67,1951.63,74,2026-02-03,Enterprise,USA,0
1246,41,894.73,52,2023-05-24,SMB,UK,0
1247,44,262.63,111,2025-12-06,SMB,India,0
1248,68,217.8,103,2020-02-02,B2B,France,0
1249,48,1071.16,38,2026-03-21,Enterprise,USA,0
1250,24,310.45,71,2023-05-11,SMB,USA,0
1251,79,1131.86,111,2021-02-28,Enterprise,UK,0
1252,43,267.69,74,2021-07-04,SMB,Canada,0
1253,78,2197.84,185,2022-12-19,SMB,France,0
1254,39,3038.13,135,2021-04-17,Enterprise,India,0
1255,19,1313.55,36,2021-03-14,B2B,Germany,0
1256,33,579.95,50,2026-03-16,SMB,India,0
1257,42,597.77,72,2021-09-28,B2B,Singapore,1
1258,33,971.96,40,2023-01-20,Enterprise,Australia,0
1259,74,4524.27,40,2023-02-28,B2C,UAE,1
1260,40,861.68,51,2022-05-12,Enterprise,India,0
1261,53,1624.61,90,2023-11-05,Enterprise,USA,1
1262,66,302.4,20,2022-04-13,B2B,Japan,0
1263,31,668.55,2,2022-12-17,SMB,Japan,0
1264,57,3204.24,110,2025-09-01,B2B,Australia,0
1265,26,4067.99,151,2025-06-24,B2C,Australia,0
1266,57,225.03,81,2022-10-25,SMB,Singapore,0
1267,48,675.86,169,2020-07-27,SMB,Australia,1
1268,67,2046.2,185,2021-01-13,B2C,UK,0
1269,24,2241.65,149,2024-09-30,B2B,UK,0
1270,75,566.74,39,2023-02-07,B2C,UAE,1
1271,62,671.16,154,2020-06-29,SMB,India,0
1272,18,390.62,95,2020-01-15,B2C,Germany,0
1273,38,148.21,72,2023-09-28,SMB,USA,0
1274,46,534.69,51,2021-06-19,SMB,Canada,0
1275,25,1067.99,71,2022-12-08,B2C,France,0
1276,26,148.18,21,2021-10-23,B2C,Singapore,0
1277,75,10547.16,58,2024-12-14,Enterprise,Singapore,0
1278,36,668.55,178,2026-03-09,B2C,Germany,0
1279,73,3735.73,23,2024-10-17,B2B,Australia,1
1280,64,1255.19,77,2026-04-16,SMB,France,0
1281,52,2343.7,119,2020-02-09,Enterprise,Australia,0
1282,73,207.74,42,2021-04-03,Enterprise,Australia,0
1283,44,1442.59,42,2020-11-04,Enterprise,France,0
1284,38,1000000.0,92,2021-09-02,SMB,UAE,0
1285,40,730.71,168,2026-02-12,SMB,USA,0
1286,60,1311.85,155,2020-05-27,B2C,Germany,0
1287,31,802.6,96,2024-02-21,SMB,USA,0
1288,29,454.84,148,2026-03-13,B2C,Japan,0
1289,77,758.33,190,2021-08-29,B2C,Australia,0
1290,71,1555.72,13,2024-10-26,B2B,France,0
1291,22,541.75,170,2021-06-06,SMB,India,0
1292,51,962.79,127,2020-06-20,B2B,France,1
1293,74,616.38,66,2023-06-16,Enterprise,Canada,0
1294,72,208.77,43,2024-02-02,B2C,Australia,0
1295,24,3255.1,49,2020-06-12,SMB,Japan,1
1296,22,1464.17,91,2024-01-05,SMB,Singapore,0
1297,52,449.77,140,2022-05-10,SMB,UAE,0
1298,42,272.88,40,2022-10-19,SMB,Canada,0
1299,47,385.76,124,2021-02-25,B2C,UAE,0
1300,59,1165.28,92,2023-12-19,SMB,Australia,1
1301,28,773.46,120,2026-04-12,SMB,Singapore,0
1302,25,500000.0,196,2024-07-22,SMB,UK,0
1303,55,222.01,132,2021-09-25,B2B,USA,0
1304,45,891.27,92,2022-08-27,SMB,Singapore,1
1305,29,558.89,42,2021-10-27,B2B,UK,0
1306,62,381.51,140,2021-12-26,B2B,USA,0
1307,51,3163.56,113,2024-08-15,Enterprise,Germany,1
1308,48,459.88,22,2020-04-11,Enterprise,Japan,0
1309,72,652.88,68,2022-01-04,SMB,UAE,0
1310,38,106.14,89,2023-09-22,Enterprise,UAE,1
1311,33,2621.46,114,2024-08-13,Enterprise,Canada,0
1312,41,270.49,72,2022-10-13,B2C,Canada,0
1313,39,138.45,71,2022-12-28,B2C,Singapore,0
1314,75,1638.75,136,2021-10-14,SMB,UAE,0
1315,30,2005.78,18,2021-03-18,B2C,Germany,0
1316,26,1299.9,90,2024-04-15,Enterprise,UAE,1
1317,62,115.24,60,2020-06-07,SMB,Japan,0
1318,64,993.98,189,2025-04-11,SMB,UAE,0
1319,25,39.19,31,2022-06-30,SMB,Japan,0
1320,40,192.73,113,2022-03-28,B2C,India,0
1321,999,464.89,6,2025-02-28,Enterprise,USA,0
1322,27,1917.08,146,2023-12-03,B2C,Singapore,0
1323,58,893.56,54,2023-06-04,SMB,Japan,0
1324,73,2530.73,168,2022-07-21,SMB,USA,0
1325,34,364.67,179,2022-07-02,B2C,India,0
1326,46,207.55,89,2020-04-06,Enterprise,Singapore,0
1327,66,633.02,164,2022-03-02,SMB,Canada,0
1328,68,448.95,6,2024-06-20,B2B,Germany,0
1329,68,792.58,23,2023-09-06,B2B,USA,0
1330,19,1188.03,48,2023-02-15,Enterprise,France,0
1331,28,1874.46,100,2020-10-11,Enterprise,Germany,0
1332,25,827.48,148,2023-02-17,B2C,UAE,0
1333,38,852.48,189,2023-12-09,B2B,India,0
1334,66,484.79,87,2025-09-17,B2C,India,0
1335,50,882.34,183,2024-06-25,B2B,Japan,0
1336,67,4423.86,87,2026-01-05,B2C,USA,1
1337,24,442.85,117,2023-09-18,B2B,Australia,0
1338,58,601.5,36,2020-04-23,B2C,UAE,0
1339,42,2106.46,110,2021-04-17,Enterprise,France,1
1340,26,4736.49,45,2022-12-05,B2B,France,0
1341,59,246.09,86,2022-01-01,SMB,Canada,0
1342,65,257.38,87,2022-12-23,B2C,Germany,0
1343,60,267.3,42,2020-06-05,SMB,Singapore,1
1344,55,94.75,73,2021-03-20,B2C,France,1
1345,44,727.0,29,2024-11-14,Enterprise,India,1
1346,61,3710.19,21,2023-11-16,B2C,Australia,0
1347,70,1728.4,190,2023-07-08,B2C,UK,0
1348,77,632.73,165,2024-11-22,SMB,USA,0
1349,27,2215.58,165,2025-09-25,B2C,Canada,0
1350,65,4749.65,158,2021-04-18,Enterprise,Germany,0
1351,43,703.1,195,2024-04-26,B2C,Australia,1
1352,79,652.28,33,2026-06-19,Enterprise,UK,0
1353,44,335.88,61,2022-02-17,Enterprise,France,0
1354,73,1571.72,48,2022-11-09,B2C,Japan,0
1355,39,3198.84,171,2020-06-30,Enterprise,UK,0
1356,73,1893.09,80,2024-11-21,B2B,USA,0
1357,63,241.84,156,2020-01-07,SMB,Canada,0
1358,66,1508.1,20,2025-10-30,B2C,UK,0
1359,37,306.01,43,2026-01-14,SMB,India,0
1360,43,79.17,74,2022-03-18,Enterprise,Singapore,0
1361,54,698.96,28,2024-01-31,SMB,Canada,0
1362,53,2201.2,109,2024-11-01,B2B,France,0
1363,46,357.05,100,2020-10-13,SMB,USA,0
1364,71,370.94,8,2023-09-14,B2B,Singapore,0
1365,30,1397.14,103,2023-07-09,SMB,UAE,0
1366,24,723.74,88,2021-05-25,B2B,Canada,0
1367,28,583.63,65,2023-05-15,B2B,Australia,0
1368,60,323.78,145,2025-09-08,SMB,Australia,1
1369,73,1591.48,60,2023-06-20,SMB,Germany,0
1370,73,513.41,148,2024-07-30,B2C,France,0
1371,70,426.44,141,2023-08-29,B2B,UAE,0
1372,73,933.26,141,2024-07-06,SMB,Australia,0
1373,61,189.87,159,2023-04-26,B2C,France,1
1374,20,549.79,22,2026-03-20,SMB,Canada,0
1375,61,893.92,15,2021-06-05,Enterprise,Canada,0
1376,52,1135.33,79,2022-02-24,B2B,Canada,0
1377,18,950.1,47,2024-09-18,B2C,India,0
1378,59,215.39,36,2024-04-01,SMB,UK,0
1379,18,124.87,96,2021-12-13,B2C,France,0
1380,50,538.73,13,2026-05-20,SMB,Canada,0
1381,43,171.57,25,2023-05-17,SMB,Germany,0
1382,60,5238.1,53,2024-07-21,B2B,Singapore,0
1383,65,114.86,86,2026-02-22,Enterprise,Singapore,1
1384,20,1122.32,195,2020-01-02,Enterprise,Australia,0
1385,41,389.37,169,2023-05-29,B2C,UAE,0
1386,74,3441.67,116,2023-03-21,SMB,Australia,0
1387,52,1011.06,29,2022-05-10,SMB,Japan,0
1388,78,2237.4,169,2024-10-26,B2C,UAE,0
1389,78,314.52,68,2023-08-12,B2C,Germany,0
1390,57,198.94,54,2025-03-19,B2C,Australia,0
1391,76,269.91,168,2024-12-14,B2C,France,0
1392,62,169.39,149,2024-12-16,B2B,Singapore,0
1393,33,604.44,95,2022-05-25,B2B,India,0
1394,64,183.38,98,2025-09-24,Enterprise,Germany,0
1395,59,576.96,145,2025-04-22,Enterprise,India,0
1396,66,436.25,117,2021-11-26,B2B,USA,0
1397,52,2966.37,90,2020-12-13,B2C,Canada,0
1398,31,439.7,89,2023-03-08,Enterprise,Australia,1
1399,50,967.8,4,2025-10-12,B2B,Australia,1
1400,75,1094.44,60,2023-10-04,SMB,Singapore,0
1401,26,844.35,103,2021-01-17,B2B,France,0
1402,36,359.2,166,2022-08-20,SMB,USA,0
1403,75,732.36,194,2023-06-25,Enterprise,Germany,0
1404,47,2150.91,52,2022-07-09,SMB,Germany,0
1405,27,1416.37,195,2022-03-26,B2B,UAE,0
1406,70,1956.53,157,2021-08-26,SMB,UK,1
1407,28,322.71,156,2020-04-10,SMB,UAE,0
1408,43,2409.22,188,2020-07-08,B2B,UAE,0
1409,43,503.4,102,2022-09-29,Enterprise,India,0
1410,31,1982.21,91,2025-04-30,Enterprise,Canada,0
1411,33,2412.82,7,2020-10-25,Enterprise,Canada,1
1412,56,137.98,149,2025-02-08,SMB,Canada,0
1413,47,763.04,38,2024-08-24,B2B,Germany,0
1414,26,215.97,116,2026-06-15,Enterprise,Germany,0
1415,30,510.13,44,2022-03-07,B2C,Singapore,0
1416,56,2196.58,52,2024-04-21,B2C,Japan,0
1417,18,188.84,99,2025-07-17,SMB,Canada,0
1418,72,711.59,93,2024-06-24,SMB,Canada,0
1419,56,1019.82,51,2022-09-26,SMB,USA,1
1420,19,3411.18,151,2021-08-27,B2B,UAE,0
1421,40,148.43,69,2020-01-23,Enterprise,Australia,0
1422,51,883.3,14,2021-03-12,B2C,France,0
1423,18,524.44,15,2024-10-07,B2C,Japan,0
1424,58,1258.23,143,2022-06-15,B2C,Canada,1
1425,59,600.13,126,2021-12-21,B2C,UK,0
1426,59,897.56,124,2025-10-22,SMB,Japan,0
1427,22,759.86,163,2025-03-17,B2C,Australia,0
1428,56,1653.65,11,2020-07-24,B2C,Canada,0
1429,49,1861.72,37,2026-04-02,SMB,Australia,1
1430,27,384.21,72,2022-10-17,SMB,Germany,1
1431,39,141.49,114,2021-05-12,B2B,UAE,1
1432,41,989.94,149,2025-02-12,Enterprise,Singapore,0
1433,75,447.15,143,2021-06-30,Enterprise,Canada,0
1434,52,388.39,45,2025-03-18,SMB,France,1
1435,48,1150.81,76,2025-12-15,B2C,USA,1
1436,61,13970.88,8,2026-04-08,B2C,Japan,0
1437,-5,321.63,24,2023-07-23,B2C,Japan,0
1438,65,408.49,32,2024-12-17,B2B,UAE,0
1439,67,245.93,71,2025-08-29,B2B,UAE,1
1440,65,430.23,25,2024-10-13,B2B,Australia,0
1441,38,39.43,113,2026-02-22,Enterprise,Germany,0
1442,76,865.06,174,2024-12-31,SMB,Singapore,1
1443,27,127.03,81,2021-10-13,Enterprise,Australia,0
1444,44,466.49,126,2025-04-28,B2C,Australia,0
1445,50,794.99,95,2025-01-17,Enterprise,India,0
1446,33,286.93,127,2022-11-27,B2B,India,0
1447,22,2384.7,138,2022-10-09,B2C,Japan,0
1448,41,557.24,107,2023-02-09,Enterprise,Singapore,1
1449,61,298.61,178,2025-11-05,B2B,Canada,0
1450,65,641.5,184,2025-06-07,Enterprise,Australia,0
1451,0,4857.22,1,2022-09-06,Enterprise,Germany,0
1452,71,382.42,9,2023-01-29,SMB,India,0
1453,31,147.73,106,2024-12-06,SMB,Australia,1
1454,27,726.35,48,2020-11-13,B2C,Australia,0
1455,74,830.93,154,2023-03-16,B2C,USA,1
1456,33,1176.91,138,2022-08-18,B2B,Australia,0
1457,46,71.88,186,2023-01-17,B2C,France,0
1458,32,6970.96,45,2023-10-07,Enterprise,UAE,0
1459,39,323.25,18,2023-08-02,B2C,France,0
1460,60,6585.34,59,2026-01-21,Enterprise,France,1
1461,74,268.54,185,2020-11-26,B2C,France,0
1462,23,139.84,195,2021-07-20,B2C,USA,0
1463,76,1210.85,156,2021-09-09,B2C,UAE,0
1464,68,328.6,81,2022-08-05,B2C,Australia,0
1465,64,1236.02,15,2024-04-17,SMB,Canada,0
1466,44,1493.93,163,2021-09-17,B2B,France,0
1467,46,152.09,170,2022-05-26,SMB,India,0
1468,62,549.86,153,2020-09-20,B2C,UK,1
1469,45,1191.04,141,2024-08-26,Enterprise,USA,0
1470,36,2420.05,66,2024-07-27,B2C,Germany,1
1471,50,285.95,99,2023-09-17,B2C,Canada,0
1472,79,372.37,57,2026-01-31,B2C,UAE,0
1473,27,875.19,61,2025-03-23,B2B,UAE,0
1474,73,280.44,86,2024-08-30,B2B,UAE,0
1475,28,426.97,85,2020-09-12,B2C,Singapore,0
1476,61,213.07,139,2022-04-27,Enterprise,Japan,0
1477,47,376.75,113,2024-09-16,B2B,Australia,0
1478,31,1579.49,117,2024-05-14,SMB,UAE,0
1479,33,1652.29,57,2020-03-21,B2B,Germany,0
1480,24,249.39,171,2026-06-16,B2C,India,1
1481,70,9936.76,113,2024-04-07,Enterprise,Singapore,1
1482,-5,1632.52,175,2025-05-07,Enterprise,UK,0
1483,33,449.08,42,2020-01-25,B2C,Japan,0
1484,77,336.85,132,2023-12-11,Enterprise,Singapore,0
1485,68,900.7,190,2023-05-08,B2C,UAE,1
1486,52,611.41,153,2024-05-16,Enterprise,Germany,0
1487,26,359.84,34,2024-09-12,Enterprise,Germany,0
1488,66,271.93,56,2026-01-13,SMB,USA,0
1489,53,421.53,69,2026-02-14,B2C,UAE,0
1490,26,1916.56,41,2022-06-22,Enterprise,Japan,1
