record_id,value,category,created_at
465,9836.34,C,2023-12-22
887,4689.9,C,2024-12-25
1194,9530.4,B,2025-11-29
367,9978.44,A,2025-02-12
1894,4737.5,D,2024-04-27
1874,1339.17,A,2026-04-04
745,4838.03,C,2025-09-28
530,1698.94,D,2025-07-15
803,5421.47,D,2024-09-24
1224,4003.16,D,2025-08-01
1979,120.57,A,2026-04-03
1906,7646.09,C,2024-09-11
1700,2519.17,B,2026-02-16
1545,6815.19,B,2025-07-14
1314,4309.69,D,2023-11-14
307,6477.48,C,2024-05-05
1667,2873.48,B,2025-10-21
863,1079.09,A,2025-12-31
1567,967.41,B,2024-03-03
531,1852.52,C,2023-03-19
655,6564.28,A,2024-09-28
1260,70.71,D,2023-02-24
234,4728.4,C,2026-05-18
121,2874.27,C,2025-01-16
1698,6925.42,A,2023-09-13
950,2337.66,D,2026-04-25
618,4873.34,B,2026-02-28
1179,672.29,C,2026-03-19
308,586.32,C,2024-08-05
136,4959.13,A,2023-05-11
555,3281.41,A,2025-06-09
1674,4937.76,D,2025-11-10
584,6021.1,A,2024-11-12
1641,5418.98,A,2024-08-12
671,8750.4,D,2025-05-20
835,7425.02,A,2023-10-06
110,8585.04,D,2025-05-29
1165,3269.69,A,2024-01-31
1960,5415.56,A,2023-02-03
1465,9246.22,B,2024-09-03
1729,9996.77,D,2025-08-25
1243,269.65,B,2023-08-01
212,6484.48,A,2025-07-06
1768,8065.63,D,2024-12-16
1121,3892.35,A,2025-04-09
680,3488.97,B,2024-10-06
1951,8942.68,B,2023-02-11
1839,9257.93,A,2023-08-07
412,699.61,C,2023-08-09
1325,8160.68,A,2025-08-14
783,3874.06,C,2025-03-12
1346,9219.61,A,2024-10-31
875,1185.68,D,2024-08-03
1653,924.61,A,2023-04-14
1279,1687.78,C,2025-04-06
786,3195.54,C,2023-05-08
1819,5617.79,D,2024-11-06
1199,1089.99,B,2025-01-02
808,7779.48,C,2025-10-17
713,2458.31,D,2025-06-08
1991,9369.67,A,2026-04-26
1660,9646.67,A,2023-10-20
1191,9732.82,D,2025-07-13
1226,7349.25,B,2025-10-11
603,245.3,C,2023-10-06
271,9786.69,C,2025-02-04
1385,9501.64,A,2024-05-08
232,3685.89,A,2023-02-01
50,3252.13,A,2024-08-06
463,6339.57,C,2026-01-20
1106,5087.9,C,2023-08-12
856,7103.43,A,2023-02-16
694,6959.81,A,2023-05-22
1552,1916.86,C,2024-08-11
